Time,Show,Episode
12:00am,The White Shadow,
12:30am,,
1:00am,Save The Children (1973),
1:30am,,
2:00am,,
2:30am,Double Daniel,
3:00am,,
3:30am,,
4:00am,,
4:30am,,
5:00am,,
5:30am,,
6:00am,Willy and Floyd,
6:30am,The Hilarious House of Frightenstein,
7:00am,,
7:30am,Worzel Gummidge,
8:00am,The Lone Ranger,
8:30am,Ghostbusters,
9:00am,"Denver, The Last Dinosaur",
9:30am,Teenage Mutant Ninja Turtles,
10:00am,Casper & Friends,
10:30am,Saber Rider and the Star Sheriffs,
11:00am,She-Ra: Princess of Power,
11:30am,He-Man & Masters Of The Universe,
12:00pm,Putnam's Prairie Emporium,
12:30pm,Circus,
1:00pm,Aladdin and the Magic Lamp (1982),
1:30pm,,
2:00pm,,
2:30pm,Famous People Players,
3:00pm,,
3:30pm,StreetNOISE,"(The question of ""What is funny?""; pirate radio; rock-a-billy music; pumping iron)"
4:00pm,Bonanza,
4:30pm,,
5:00pm,The Judge,
5:30pm,Wild Kingdom,
6:00pm,The Littlest Hobo,
6:30pm,The Edison Twins,
7:00pm,Wild & Crazy Kids,
7:30pm,Dog House,The Furniture Show
8:00pm,Fame,
8:30pm,,
9:00pm,R.O.S. The All New Ron Oliver Show,"(""Captain Apathy"" Guest: Jerry O'Connell )"
9:30pm,,
10:00pm,Ronnie 'n The Browns,
10:30pm,Smith and Smith,
11:00pm,Circus Festival of Monte Carlo,
11:30pm,,
