Time,Show,Episode,Image
12:00am,Home Alone (1990),""
12:30am
1:00am
1:30am
2:00am
2:15am,That's So Weird,"",""
2:30am,The Thundermans,"",""
3:00am,"Nicky, Ricky, Dicky & Dawn","",""
3:30am,Some Assembly Required,"",""
4:00am,The Thundermans,"",""
4:30am,The Haunted Hathaways,"",""
5:00am,The Fairly OddParents,"",""
5:30am,SpongeBob SquarePants,"",""
6:00am,Scaredy Squirrel,"",""
6:30am,Scaredy Squirrel,"",""
7:00am,Little Charmers,"",""
7:30am,Little Charmers,"",""
8:00am,Littlest Pet Shop,"",""
8:30am,Littlest Pet Shop,"",""
9:00am,A Flintstone Christmas (1977),""
9:30am
10:00am,Game Shakers,"",""
10:30am,Game Shakers,"",""
11:00am,The Thundermans,"",""
11:30am,Bella and the Bulldogs,"",""
12:00pm,Henry Danger,"",""
12:30pm,"Nicky, Ricky, Dicky & Dawn","",""
1:00pm
1:30pm,Matilda (1996),""
2:00pm
2:30pm
3:00pm
3:30pm
3:45pm,Home Alone (1990),""
4:00pm
4:30pm
5:00pm
5:30pm
6:00pm,Home Alone 2: Lost in New York (1992),""
6:30pm
7:00pm
7:30pm
8:00pm
8:30pm
8:44pm,Dennis the Menace (1993),""
9:15pm
9:45pm
10:15pm
10:45pm,That's So Weird,"",""
11:00pm,The Haunting Hour,"",""
11:30pm,The Haunting Hour,"",""
