Time,Show,Episode
12:00am,Knights of Bloodsteel (2009),
12:30am,,
1:00am,,
1:30am,,
2:00am,Game On,"Dance, Toby, Dance / Rock Star"
2:30am,The Thundermans,Meet the Evilmans
3:00am,"Nicky, Ricky, Dicky & Dawn",Remote Control Control
3:30am,Some Assembly Required,Rainbow Bunny
4:00am,The Thundermans,Thundersense
4:30am,The Haunted Hathaways,Haunted Whodunnit
5:00am,The Fairly OddParents,Take and Fake / Cosmo Rules
5:30am,SpongeBob SquarePants,Naughty Nautical Neighbors / Boating School
6:00am,Scaredy Squirrel,Arachnofriendly / 28 Daves Later
6:30am,Day of the Strackal / The Dave n Dave,
7:00am,Little Charmers,Fashion No Show / Locket or Lose It
7:30am,Uncharmed Life / Pest Friends Forever,
8:00am,Littlest Pet Shop,Race Team: Buttercream
8:30am,The Stanley Dynamic,The Stanley Dynamic
9:00am,Game Shakers,Dirty Blob
9:30am,School of Rock: The Series,A Band with No Name
10:00am,The Thundermans,Floral Support
10:30am,Some Assembly Required,Unicorpse
11:00am,Bella and the Bulldogs,Tornado Afraido
11:30am,Henry Danger,Too Much Game
12:00pm,Max & Shred,The Rock and Roll Rodeo 540
12:30pm,The Stanley Dynamic,The Stanley Dynamic
1:00pm,Game On,"Dance, Toby, Dance / Rock Star"
1:30pm,Some Assembly Required,Very Scary Fairy Tales
2:00pm,Mr. Troop Mom (2009),
2:30pm,,
3:00pm,,
3:30pm,,
4:00pm,Alex Rider: Operation Stormbreaker (2006),
4:30pm,,
5:00pm,,
5:30pm,,
6:00pm,The School of Rock (2003),
6:30pm,,
7:00pm,,
7:30pm,,
8:00pm,,
8:30pm,,
8:45pm,Game On,
9:00pm,Max & Shred,The Rock and Roll Rodeo 540
9:30pm,The Duckfooted Dreadful Date,
10:00pm,R.L. Stine's The Haunting Hour,Scarecrow
10:30pm,The Most Evil Sorcerer,
11:00pm,Just for Laughs: Gags,
11:30pm,,
