Time,Show,Episode,Image
12:00am,Home Movies,Business and Pleasure,""
12:30am,Daria,Camp Fear,""
1:00am,Downtown,Graffiti,""
1:30am,KaBlam!,Timeless!,""
2:00am,Stickin Around,Hold It / Journey To The Center Of Stacey's Closet,""
2:30am,Rugrats,Partners In Crime / Thumbs Up,""
3:00am,Gundam Wing,Crossfire At Barge,""
3:30am,Catdog,Dem Bones/Winslow's Funniest Home Video/You're Fired,""
4:00am,Hey Arnold!,Helga's Locket / Sid and Germs,""
4:30am,Uh Oh!,Episode 118,""
5:00am,Digimon,The Dark Gate,""
5:30am,Pokémon: The Johto Journeys,Flower Power,""
6:00am,Pippi Longstocking,Pippi Goes To The South Seas,""
6:30am,Legend of White Fang,Leap Of Danger,""
7:00am,Static Shock,Grounded,""
7:30am,Transformers: Robots in Disguise,Attack From Outer Space,""
8:00am,Super Duper Sumo Wrestlers,The Girth Of Cool,""
8:30am,Medabots,Metabee Vs. Rokusho,""
9:00am,X-Men: Evolution,Speed & Spykeeps,""
9:30am,The Mummy,The Cloud People,""
10:00am,Batman Beyond,Curse Of The Kobra (Part I),""
10:30am,The Zeta Project,Remote Control,""
11:00am,Jackie Chan Adventures,Danger In Deep Freeze,""
11:30am,Alienators: Evolution Continues,Ira Knows Best,""
12:00pm,Hey Arnold!,Olga Comes Home / Sally's Comet,""
12:30pm,Rocket Power,The Night Before / Violet's Violet,""
1:00pm,Video & Arcade Top Ten,Episode 8,""
1:30pm,YTV's Hit List,Episode 11-18,""
2:00pm
2:30pm
3:00pm,Medabots,Cyandog Bites Back,""
3:30pm,Pokémon: Johto League Champions,"Hook, Line & Stinker",""
4:00pm,Powerpuff Girls,Town & Out / Child Fearing,""
4:30pm,Mary Kate & Ashley: In Action,The Cat's Meow,""
5:00pm,Mona The Vampire,The Dreaded Human Spider / Night of the Living Mannequin,""
5:30pm,Ultimate Book Of Spells,What A Cut-Out!,""
6:00pm,The Adventures of Daring & Grace,The Case of the Devious DJ,""
6:30pm,The Nightmare Room,Four Eyes,""
7:00pm,Scariest Places on Earth,Episode 2,""
7:30pm
8:00pm,Buffy the Vampire Slayer,Gone,""
8:30pm
9:00pm,Vampire High,Things That Go Vamp...,""
9:30pm,Scary But True,Episode 6,""
10:00pm,Scariest Places on Earth,Episode 4,""
10:30pm
11:00pm,Chart Attack!,Episode 2-17,""
11:30pm
