Time,Show,Episode,Image
12:00am,Are You Being Served?,The Old Order Changes,""
12:30am,Keeping Up Appearances,Episode 36,""
1:00am,"Yes, Minister",Official Secrets,""
1:30am,Rocky & Bullwinkle,Episode 155,""
2:00am,Stickin Around,Lassie Go Home / Hit The Showers,""
2:30am,Rugrats,Hiccups / Autumn Leaves,""
3:00am,Mobile Suit Gundam Wing,Collision In Space,""
3:30am,Batman: The Animated Series,Mean Seasons,""
4:00am,Jackie Chan Adventures,Day Of The Dragon Part 2,""
4:30am,Uh Oh!,Episode 171,""
5:00am,Monster Rancher,Great Battle At Sea,""
5:30am,Pokémon,Pokemon Shipwreck,""
6:00am,Adventures Of Dudley The Dragon,The Royal Crown,""
6:30am,Rupert,Rupert and The Nile,""
7:00am,Monster By Mistake,Ralph The Rabbit,""
7:30am,Mona The Vampire,Columbus / Soccer,""
8:00am,Rugrats,Dust Bunnies / Educating Angelica,""
8:30am,Little Bear,Episode 15,""
9:00am,Rupert,Rupert & The Chalk Drawing,""
9:30am,Babar,What's Mine Is Mine,""
10:00am,Seven Little Monsters,Lost and Found,""
10:30am,Country Mouse & The City Mouse Adventures,Panama Mouse,""
11:00am,Elliot Moose,Episode 12,""
11:30am,Monster By Mistake,Live From Pickford,""
12:00pm,Uh Oh!,Episode 172,""
12:30pm,Mona The Vampire,Von Kreepsula / Nefarious,""
1:00pm,Angelina Ballerina,Rag Doll Ballerina / Angelina And Grandma,""
1:30pm,Little Bear,Episode 8,""
2:00pm,Babar,My Dinner With Rataxes,""
2:30pm,Rupert,Rupert And The Space,""
3:00pm,Sailor Moon,Driving Dangerously,""
3:30pm,Monster Rancher,Underground Adventure,""
4:00pm,Medabots,Use the Medaforce,""
4:30pm,Hey Arnold!,Helga's Makeover / The Old Building,""
5:00pm,The Powerpuff Girls,Knock it Off,""
5:30pm,Men in Black: The Series,The Little Big Man Syndrome,""
6:00pm,Jackie Chan Adventures,Through the Rabbit Hole,""
6:30pm,Yu-Gi-Oh!,Duel Identity (Part II),""
7:00pm,As Told By Ginger,Kiss and Make Up,""
7:30pm,Two of a Kind,The Tutor,""
8:00pm,Dragon Ball Z,A Handy Trick,""
8:30pm,Double Trouble for Goku,""
9:00pm,Thunderbirds,"Vault of Death, Part 2",""
9:30pm,The Zack Files,Fiber!,""
10:00pm,Radio Active,The Great Hypnoto,""
10:30pm,Breaker High,Swiss You Were Here,""
11:00pm,Student Bodies,Romeo Hurts Knee,""
11:30pm,My Family,The Last Resort,""
