Time,Show,Episode,Youtube Video ID
12:00am,Are You Being Served?,Episode 9,
12:30am,Keeping Up Appearances,Episode 9,
1:00am,"Yes, Minister",Big Brother,
1:30am,Rocky & Bullwinkle,Episode 149,
2:00am,Monster By Mistake,Back In Time,
2:30am,Rugrats,Incredible Shrinking Babies / Miss Manners,
3:00am,Mobile Suit Gundam Wing,Signs Of The Final,
3:30am,CatDog,Dog Power; It's a Jungle in Here,
4:00am,Hey Arnold!,Harold vs. Patty / Rich Guy,
4:30am,Uh Oh!,Episode 129,
5:00am,Digimon,The Last Temptation,
5:30am,Pokémon: The Johto Journeys,Chikorita Rescue,
6:00am,Babar,Radio Riot,
6:30am,Rupert,Rupert and Mum's Adventure,
7:00am,Stickin' Around,It's My Parties / Do the Hooky Pokey,
7:30am,Catdog,The House of CatDog/CatDog Campers,
8:00am,Rugrats,A Dose of Dil / Famous Babies,
8:30am,Little Bear,Episode 24,
9:00am,Rupert,Rupert and The Temple,
9:30am,Babar,The Missing Crown Affair,
10:00am,George & Martha,The Flying Donut / Martha's Cousin,
10:30am,Panda Bear Daycare,Lost And Found,
10:45am,Ruffus The Dog,Around The World In 80,
11:00am,Anthony Ant,Rustle Mania / Anything,
11:30am,Stickin' Around,Mission Implausible / Saturday Afternoon Fever,
12:00pm,Uh Oh!,Episode 46,
12:30pm,Mona The Vampire,Spitting Image / Funhouse,
1:00pm,George & Martha,The Flying Donut / Martha's Cousin,
1:30pm,Little Bear,Episode 24,
2:00pm,Babar,Radio Riot,
2:30pm,Rupert,Rupert and Mum's Adventure,
3:00pm,Angry Beavers,Slappy / Home Loners,
3:30pm,Dexter's Laboratory,A Hard Day's Day/Road Rash/Ocean Commotion,
4:00pm,The Powerpuff Girls,Mo Job / Pet Feud,
4:30pm,Hey Arnold!,Racing Mule / Curly's Girl,
5:00pm,Pokémon: The Johto Journeys,Once In A Blue Moon,
5:30pm,Digimon,A Million Points Of Light,
6:00pm,Sailor Moon,Nightmare Garden,
6:30pm,Generation O!,Damp Sheets,
7:00pm,YTV's Hit List,Episode 11-19,
7:30pm,,,
8:00pm,,,
8:30pm,Big Wolf On Campus,Very Pale Rider,
9:00pm,Vampire High,Things That Go Vamp...,
9:30pm,Daria,The Story Of D,
10:00pm,Chart Attack,Episode 2-18,
10:30pm,,,
11:00pm,Big Wolf On Campus,"Manchu, Part Deux",
11:30pm,Student Bodies,Flash,
