Time,Show,Episode,Image
12:00am,Home Movies,Politics,""
12:30am,Daria,Antisocial Climber,""
1:00am,Downtown,Graffiti,""
1:30am,KaBlam!,Episode 32,""
2:00am,Stickin Around,Lights Out / Do The Russell,""
2:30am,Rugrats,Fugitive Tommy / Visiting Aunt,""
3:00am,Mobile Suit Gundam Wing,Treize Assassination,""
3:30am,Batman: The Animated Series,Chemistry,""
4:00am,Digimon Tamers,Guilmon Comes Alive,""
4:30am,Uh Oh!,Episode 180,""
5:00am,Monster Rancher,Warriors Of The Ruins,""
5:30am,Pokémon,Scent-Sation,""
6:00am,Stickin Around,Looong Weekend / Adios,""
6:30am,Legend of White Fang,The Ice Bound Boat,""
7:00am,Beasties,Law Of The Jungle,""
7:30am,Action Man,Lost In The Funhouse,""
8:00am,Transformers: Robots In Disguise,Spychangers To The Rescue,""
8:30am,Medabots,Space Medaballerina X,""
9:00am,Beyblade,Draciel Of Approval,""
9:30am,The Mummy,Against The Elements,""
10:00am,Batman Beyond,Rebirth (Part 2),""
10:30am,Men In Black: The Series,The Undercover Syndrome,""
11:00am,Jackie Chan Adventures,"Project A, For Astral",""
11:30am,X-Men: Evolution,Strategy X,""
12:00pm,Hey Arnold!,Curly Snaps / Pre-Teen Scream,""
12:30pm,Rocket Power,Rainy Days / Zine Dreams,""
1:00pm,Video & Arcade Top Ten,Episode 32,""
1:30pm,YTV's Hit List,Episode 11-17,""
2:00pm
2:30pm
3:00pm,Beyblade,Draciel Of Approval,""
3:30pm,Pokémon: Johto League Champions,The Stolen Stones,""
4:00pm,Sailor Moon,A Moon Star Is Born,""
4:30pm,Ultimate Book Of Spells,Once In A Blue Moon,""
5:00pm,Grizzly Tales For Gruesome Kids,Elephant / Willard,""
5:30pm,Freaky Stories,Episode 21,""
6:00pm,Galidor: Defenders of the Outer Dimension,"Truth, Lies & Videotape",""
6:30pm,2030 CE,Do You Know...,""
7:00pm,Dead Last,Laughlin It Up,""
7:30pm
8:00pm,Guinevere Jones,Love Hurts,""
8:30pm,Vampire High,What's Up Doc,""
9:00pm,Buffy The Vampire Slayer,All The Way,""
9:30pm
10:00pm,Scariest Places On Earth,Episode 8,""
10:30pm
11:00pm,Chart Attack!,Episode 2-12,""
11:30pm
