Time,Show,Episode,Youtube Video ID
12:00am,Home Movies,Pizza Club,
12:30am,Daria,My Night At Daria's,
1:00am,Downtown,Train Pain,
1:30am,KaBlam!,Episode 27,
2:00am,Stickin Around,Beware The Lunchwad / Madame Know-It-All,
2:30am,Rugrats,Showdown At Teeter-Totter Gulch / Mirrorland,
3:00am,Mobile Suit Gundam Wing,God Of Death Meets Zero,
3:30am,Batman: The Animated Series,Cape & Cowl Conspiracy,
4:00am,Hey Arnold!,Longest Monday / Eugene's Pet,
4:30am,Uh Oh!,Episode 202,
5:00am,Digimon,The Dancing Digimon,
5:30am,Pokémon: The Johto Journeys,All That Glitters!,
6:00am,Stickin Around,Didn'tcha Mr D / The Amazing Rubber Guy,
6:30am,Legend of White Fang,The Trap,
7:00am,Beasties,Fallen Comrades,
7:30am,Transformers: Robots in Disguise,The Two Faces of Ultra Magnus,
8:00am,Super Duper Sumo Wrestlers,The Seven Sumorai,
8:30am,Medabots,The Road To Ruins,
9:00am,X-Men: Evolution,The Cauldron - Part 2,
9:30am,The Mummy,A Candle In Darkness,
10:00am,Batman Beyond,Final Cut,
10:30am,The Zeta Project,Kid Genius,
11:00am,Jackie Chan Adventures,The New Atlantis,
11:30am,Alienators: Evolution Continues,Reaper II: The Ark,
12:00pm,Hey Arnold!,Four Eyed Jack / Teacher's Strike,
12:30pm,Rocket Power,All About Sam / Half Twister,
1:00pm,Video & Arcade Top Ten,Episode 16,
1:30pm,YTV's Hit List,Hit List Goes Brit List Episode 11-26,
2:00pm,,,
2:30pm,,,
3:00pm,Medabots,I Dream Of Hushi,
3:30pm,Pokémon: Johto League Champions,Ariados Amigos!,
4:00pm,Powerpuff Girls,Telephonies / Tough Love,
4:30pm,Mary Kate & Ashley: In Action,Catch A Wave,
5:00pm,Grizzly Tales For Gruesome Kids,Grandmothers Footesteps,
5:30pm,Freaky Stories,Designer Tales,
6:00pm,The Nightmare Room,My Name Is Evil,
6:30pm,Vampire High,The Summoning,
7:00pm,Scariest Places on Earth,Episode 9,
7:30pm,,,
8:00pm,Buffy The Vampire Slayer,Hell's Bells,
8:30pm,,,
9:00pm,Vampire High,The Huntress,
9:30pm,Scary But True,The Bed Tape Green Man,
10:00pm,Scariest Places on Earth,Urban Legends,
10:30pm,,,
11:00pm,Chart Attack!,Episode 2-25,
11:30pm,,,
