Time,Show,Episode
12:00am,Home Movies,The Art Of The Sucker
12:30am,Daria,Depth Takes A Holiday
1:00am,Downtown,Graffiti
1:30am,KaBlam!,Episode 31
2:00am,Stickin Around,Gross Anatomy / Stacy and Bradley Sittin' in a Tree
2:30am,Rugrats,No Bones About It / Beach Blank
3:00am,Paid Programming,Body Flex
3:30am,Batman: The Animated Series,The Laughing Fish
4:00am,Hey Arnold!,Phoebe Takes / Pig War
4:30am,Uh Oh!,Episode 185
5:00am,Digimon Tamers,Song of Sakuyamon
5:30am,Pokémon: Johto League Champions,Air Time
6:00am,Stickin Around,Disciplinary Action / This Is A Hiccup
6:30am,Legend of White Fang,The Expedition
7:00am,Beasties,Better Mousetrap
7:30am,Transformers: Robots in Disguise,A Friendly Contest
8:00am,Super Duper Sumo Wrestlers,Eviction Conviction
8:30am,Medabots,No Body Home
9:00am,X-Men: Evolution,Mutant Crush
9:30am,The Mummy,Eruption
10:00am,Batman Beyond,Eggbaby
10:30am,The Zeta Project,Change Of Heart
11:00am,Jackie Chan Adventures,Pleasure Chest
11:30am,Alienators: Evolution Continues,Survival Part 3
12:00pm,Hey Arnold!,Ransom / Ms Perffect
12:30pm,Rocket Power,Radical New Equipment / Tito's Lucky Shell
1:00pm,Video & Arcade Top Ten,Episode 20
1:30pm,YTV's Hit List,Episode 11-30
2:00pm,,
2:30pm,,
3:00pm,Medabots,Enter Rintaro
3:30pm,Pokémon: Johto League Champions,Houndoom's Special Delivery
4:00pm,Powerpuff Girls,Cat Man Do / Impeach Fuzz
4:30pm,Mary Kate & Ashley: In Action,Dog Gone
5:00pm,Grizzly Tales For Gruesome Kids,Nanny / Spaghetti Man
5:30pm,Freaky Stories,Not The Waltons
6:00pm,The Nightmare Room,My Name Is Evil
6:30pm,Vampire High,Love's Labour Not Last
7:00pm,Scariest Places on Earth,Episode 12
7:30pm,,
8:00pm,Buffy The Vampire Slayer,Wrecked
8:30pm,,
9:00pm,Vampire High,Sunrise
9:30pm,Scary But True,Episode 5
10:00pm,Scariest Places on Earth,Island of No Return: The Venice Dare
10:30pm,,
11:00pm,Chart Attack!,Episode 2-29
11:30pm,,
