Time,Show,Episode,Youtube Video ID
12:00am,Are You Being Served?,Camping In,
12:30am,Keeping Up Appearances,Episode 9,
1:00am,"Yes, Minister",Compassionate Society,
1:30am,Rocky & Bullwinkle,Episode 119,
2:00am,Monster By Mistake,Tracy's Jacket,
2:30am,Rugrats,Don't Poop On My Parade,
3:00am,Mobile Suit Gundam Wing,Betrayed By Home,
3:30am,Batman: The Animated Series,His Silicon Soul,
4:00am,Jackie Chan Adventures,Bullies,
4:30am,Uh Oh!,Episode 214,
5:00am,Monster Rancher,The Moochi Cannon,
5:30am,Pokémon,Make Room For Gloom,
6:00am,Adventures Of Dudley The Dragon,Mr. Crabby Tree's,
6:30am,Rupert,Rupert And The Nessie,
7:00am,Stickin' Around,"The Good, The Bad and the Bradley / Bye Bye Baby Birdie",
7:30am,Hamtaro,The Snoozer Mystery!,
8:00am,Sailor Moon,Day Of Destiny,
8:30am,Little Bear,Episode 9,
9:00am,Rupert,Rupert and the Great Mephisto,
9:30am,Babar,Ghost For A Day,
10:00am,The Bittles,Cinderella / Pippin & The Bones,
10:30am,Country Mouse & The City Mouse Adventures,Three Mice And You're Out,
11:00am,Mona The Vampire,Black Hole / Waxing,
11:30am,Uh Oh!,Episode 215,
12:00pm,Rugrats,Angelicon / Dil's Binkie / Big Brother Chuckie,
12:30pm,Stickin Around,What's Up / Pool Party,
1:00pm,Hamtaro,The Snoozer Mystery!,
1:30pm,Little Bear,Episode 1,
2:00pm,Babar,Double The Guards,
2:30pm,Rupert,Rupert And The Clock,
3:00pm,Sailor Moon,Day Of Destiny,
3:30pm,Monster Rancher,"Run, Tiger, Run",
4:00pm,Medabots,I Dream Of Hushi,
4:30pm,Beyblade,The Race Is On,
5:00pm,Pokémon: Johto League Champions,Power Play!,
5:30pm,Digimon Tamers,The Iceman Cometh,
6:00pm,Mary Kate & Ashley: In Action,Catch A Wave,
6:30pm,So Little Time,The Volunteer,
7:00pm,Hit List,Episode 11-40,
7:30pm,,,
8:00pm,,,
8:30pm,Guinevere Jones,That Old Black Magic,
9:00pm,Vampire High,Rats,
9:30pm,Yu-Gi-Oh,Black Luster Soldier Descends,
10:00pm,Dragon Ball Z,Namek's Destruction,
10:30pm,Gundam Wing,Heroine Of The Battlefield,
11:00pm,Chart Attack!,Episode 2-39,
11:30pm,,,
