Time,Show,Episode
12:00am,Super Duper Sumo Wrestlers,Miniature Golf Madness
12:30am,Batman Beyond,Revenant
1:00am,Home Movies,Aliens... Go Home
1:30am,Kablam,Episode 41
2:00am,Ocean Girl,Episode 35
2:30am,The Anti-Gravity Room,Episode 52
3:00am,System Crash,School Safety
3:30am,Alpha 2 Omega,Yin & Yang
4:00am,gAmerZ,Episode 22
4:30am,Rocket Power,Wrath Of Don / Patrol Sam
5:00am,Metabots,A Date With Destiny
5:30am,Pokémon: Johto League Champions,Ring Masters
6:00am,Mona the Vampire,Shamon / Pioneers
6:30am,Legend of White Fang,Episode 17
7:00am,Watership Down,The Magic
7:30am,Monster By Mistake,Back In Time
8:00am,Sitting Ducks,Where's Aldo / The Visitor
8:30am,Ultimate Book of Spells,The Rift
9:00am,"Big Teeth, Bad Breath",Terrapin's Hot Date
9:30am,Weird-Oh's,Family Fuel / Y2k Kaos
10:00am,Pinky And The Brain,Meticulous Analysis Of History
10:30am,Dexter's Laboratory,Things That Go Bonk in the Night/Ol' McDexter
11:00am,Spongebob Squarepants,Bubblestand / Ripped Pants
11:30am,The New Woody Woodpecker Show,Episode 19
12:00pm,D'Myna Leagues,On The Road
12:30pm,Yvon Of The Yukon,When Loves Goes Babs
1:00pm,System Crash,Cyberworld
1:30pm,Don't Lick The Pig,Episode 10
2:00pm,Jackques Cousteau's Ocean Tales,Monk Seals: Endangered Species
2:30pm,Mystery Hunters,Bermuda Triangle / Cave Ghost
3:00pm,Power Stone,The Assistant
3:30pm,Yu-Gi-Oh!,Shining Friendship (Duel of Tears! Friendship)
4:00pm,Digimon Tamers,Janyu's Ark
4:30pm,Medabots,Swede Or Sour
5:00pm,Ultimate Book Of Spells,The Rift
5:30pm,Yvon Of The Yukon,When Loves Goes Babs
6:00pm,Freaky Stories,Epiosde 24
6:30pm,The New Addams Family,Fester Goes On A Diet
7:00pm,Big Wolf On Campus,Mertonator
7:30pm,Screech Owls,Snowed In Part Two
8:00pm,Saddle Club,Bridle Path Part Two
8:30pm,Caitlin's Way,The Present Part One
9:00pm,Incredible Story Studio,Search For Missing Treasures
9:30pm,The Adventures Of Shirley Holmes,The Case Of The King
10:00pm,Don't Lick the Pig,Episode 11
10:30pm,System Crash,Jobs & Responsibilities
11:00pm,Radio Active,The Review
11:30pm,Treasure,Treasure Is Not / Everyone
