Time,Show,Episode
12:00am,Home Movies,Therapy
12:30am,Daria,Darkness
1:00am,Downtown,Train Pain
1:30am,KaBlam!,Episode 29
2:00am,Stickin Around,Aaand Action / Night Of The Living Dumpster
2:30am,Rugrats,Chuckie's Bachelor Pad/Junior Prom
3:00am,Mobile Suit Gundam Wing,Collision In Space
3:30am,Batman: The Animated Series,Heart Of Steel (Part 1)
4:00am,Digimon Tamers,Not As Seen On Tv
4:30am,Uh Oh!,Episode 210
5:00am,Monster Rancher,Underground Adventure
5:30am,Pokémon,The Evolution Solution
6:00am,Stickin Around,Lassie Go Home / Hit The Showers
6:30am,Legend of White Fang,White Fang Goes To Town
7:00am,Beasties,"Maximal, No More"
7:30am,Action Man,Rumble (Part 1)
8:00am,Rumble (Part 2),
8:30am,Medabots,Walking To A Dream
9:00am,Beyblade,"Crouching Lion, Hidden Tiger"
9:30am,The Mummy,Howl
10:00am,Batman Beyond,Spellbound
10:30am,Men In Black: The Series,The Quick Clone Syndrome
11:00am,Jackie Chan Adventures,Through The Rabbit Hole
11:30am,X-Men: Evolution,Survival Of The Fittest
12:00pm,Galidor: Defenders of the Outer Dimension,"Euripides, Please"
12:30pm,Jacques Cousteau's Ocean Tales,Survivors Of The Reef
1:00pm,Video & Arcade Top Ten,Episode 40
1:30pm,YTV's Hit List,Episode 11-31
2:00pm,,
2:30pm,,
3:00pm,Beyblade,"Crouching Lion, Hidden Tiger"
3:30pm,Pokémon: Johto League Champions,Heartbreak Of Brock
4:00pm,Sailor Moon,Cruise Blues
4:30pm,Ultimate Book Of Spells,Magical Logical
5:00pm,D'myna Leagues,On The Road
5:30pm,Freaky Stories,A Word From Our Sponsor
6:00pm,Galidor: Defenders of the Outer Dimension,Bouncing Off The Walls
6:30pm,2030 CE,Cat & Mouse
7:00pm,Mystery Hunters,Ogopogo Lake Monster / Mummy Case
7:30pm,Aurora Borealis / Vampires,
8:00pm,Guinevere Jones,Ordinary Evil
8:30pm,Vampire High,Little Sister
9:00pm,Buffy The Vampire Slayer,Normal Again
9:30pm,,
10:00pm,Scariest Places On Earth,Episode 15
10:30pm,,
11:00pm,Chart Attack!,Episode 2-37
11:30pm,,
