Time,Show,Episode
12:00am,Super Duper Sumo Wrestlers,Phamily Ties
12:30am,Batman Beyond,Rebirth (Part II)
1:00am,Home Movies,Brendon's Choice
1:30am,Stressed Eric,Crush
2:00am,Microsoft's .net Show 5 (Paid Programming),
2:30am,,
3:00am,System Crash,Relatively Speaking
3:30am,Alpha 2 Omega,The Occult
4:00am,gAmerZ,Episode 18
4:30am,Rocket Power,Aloha Kid / Ottomobile
5:00am,Metabots,Ban All Medabots
5:30am,Pokémon: Johto League Champions,Wobbu Palooza!
6:00am,Mona the Vampire,Book Of Slimy / Sam & Ella
6:30am,Legend of White Fang,Thunder Mask
7:00am,Monster By Mistake,Gwyneth
7:30am,Ultimate Book of Spells,Dark Image
8:00am,Sitting Ducks,Ducks On Ice / Midnight Snack
8:30am,SpongeBob SquarePants,Jellyfish Hunter / The Fry Cook Games
9:00am,Catdog,"Sweet and Lola / Rich Shriek, Poor Shriek"
9:30am,Animaniacs,The Warner's Lot Song/The Big Candy Store/Bumbie's Mom
10:00am,Pinky And The Brain,A Pinky & The Brain Christmas
10:30am,Dexter's Laboratory,Labels / Game Show / Fantastic Boyage
11:00am,Detention,Little Miss Popular
11:30am,The New Woody Woodpecker Show,Episode 25
12:00pm,D'Myna Leagues,Birth O'da Birds
12:30pm,Yvon Of The Yukon,Chariots Of Ice
1:00pm,System Crash,Them's Good Eats
1:30pm,Uh Oh!,Episode 187
2:00pm,Sailor Moon,A Knight To Remember
2:30pm,The Flintstones,The Split Personality
3:00pm,The Jetsons,Judy Takes Off
3:30pm,Yu-Gi-Oh,The Gauntlet Is Thrown
4:00pm,Digimon Tamers,Impon's Last Stand
4:30pm,Medabots,Me And My Shadow Sword
5:00pm,Jackie Chan Adventures,Enter The Viper
5:30pm,As Told By Ginger,Hello Stranger
6:00pm,Brothers Garcia,You Go Girl
6:30pm,So Little TIme,Larrypalooza
7:00pm,State Of Grace,Crime & Self Punishment
7:30pm,Screech Owls,Horror on River Road
8:00pm,Saddle Club,Trail Ride (Part 2)
8:30pm,The Zack Files,Zack Times Two
9:00pm,Incredible Story Studio,Hidden Identities
9:30pm,Final Cut,New Technology
10:00pm,Don't Lick The Pig,Episode 2
10:30pm,System Crash,Culture Vultures
11:00pm,Radio Active,The Prima Donna
11:30pm,Big Wolf On Campus,The Boy Who Cried Wolf
