Time,Show,Episode,Image
12:04am,Are You Being Served?,His and Her's,""
12:34am,Keeping Up Appearances,Golfing with the Major,""
1:04am,Yes Minister,The Death List,""
1:34am,Rocky and Bullwinkle,Episode 138,""
2:04am,Paid Programming: Body Flex,""
2:34am,Rugrats,Cuffed / The Blizzard,""
3:04am,Gundam Wing,The Locus of Victory and Defeat,""
3:34am,Batman: The Animated Series,Harlequinade,""
4:04am,Hey Arnold!,Dino Checks Out,""
4:34am,Uh Oh!,Episode 165,""
5:00am,Digimon,Shadow of the Beast King,""
5:30am,Pokémon: Johto League Champions,Spring Fever,""
6:00am,The Adventures of Dudley the Dragon,Lullaby Dragon,""
6:24am,Animal Stories,Win-Stanley the Sloth,""
6:30am,Rupert,Rupert's Undersea Adventure,""
7:00am,Stickin' Around,Little Barber Shop of Horrors / Hippity Hop to the Top,""
7:30am,Mona the Vampire,The Skeleton Cowboy / Men in Dark Suits,""
8:00am,Rugrats,Princess Angelica / The Odd Couple,""
8:30am,Little Bear,I Can Do That / Pied Piper Little Bear / The Big Swing,""
8:54am,Judy & David's Boom Box,One Big Banana,""
9:00am,Rupert,Rupert and the Carousel,""
9:30am,Babar,Conga the Terrible,""
9:53am,Nanalan',Birdy,""
9:56am,Chip 'n Orbit,Episode 73,""
10:00am,George & Martha,The Badminton Tournament / The Caddy,""
10:30am,The Country Mouse and the City Mouse Adventures,Mousecovites,""
10:53am,Animal Stories,Ron the Crab,""
11:00am,Anthony Ant,Green-House Blues,""
11:23am,Lisa,Watch Out Lisa!,""
11:30am,Stickin' Around,This Is a Hiccup / Disciplinary Action,""
12:00pm,Uh Oh!,Episode 81,""
12:30pm,Mona the Vampire,Cyborg Phantasm / Kitten of the Sea,""
1:00pm,Oswald,Rollerskating / I Guess You Never Know,""
1:30pm,Little Bear,The Greatest Show in the World / Lucky Little Bear / Little Bear's Tall Tale,""
1:54pm,Judy & David's Boom Box,Jumpin Up & Down,""
2:00pm,Babar,To Duet or Not to Duet,""
2:23pm,Nanalan',Hose,""
2:26pm,Chip 'n Orbit,Episode 74,""
2:30pm,Rupert,Rupert and the Mulp Gulper,""
3:00pm,Sailor Moon,Enemies No More,""
3:30pm,Dexter's Laboratory,Last But Not Beast,""
4:00pm,The Powerpuff Girls,Powerprof.,""
4:30pm,Hey Arnold!,Helga's Masquerade / Mr. Green Runs,""
5:00pm,Pokémon: Johto League Champions,All That Glitters!,""
5:30pm,Digimon Tamers,When Is a Mon Justimon?,""
6:00pm,Mary-Kate and Ashley in Action!,SPF 5000,""
6:30pm,StarStreet,Lost Little Things,""
6:50pm,Treasure,Fast Food,""
7:00pm,YTV's Hit List,Episode 11-36,""
7:30pm
8:00pm
8:30pm,Guinevere Jones,Psyched,""
9:00pm,Vampire High,Lost Weekend,""
9:30pm,Yu-Gi-Oh!,Winning Through Intimidation,""
10:00pm,Dragon Ball Z,Another Transformation,""
10:30pm,Gundam Wing,To the Battleground Antarctica,""
11:00pm,Chart Attack!,Episode 2-35,""
11:30pm
