Time,Show,Episode
12:00am,Are You Being Served?,"Mrs. Slocombe, Senior Person"
12:30am,Keeping Up Appearances,Episode 13
1:00am,"Yes, Minister",Doing The Honours
1:30am,Rocky & Bullwinkle,Episode 24
2:00am,Stickin Around,Lassie Go Home / Hit The Showers
2:30am,Rugrats,Aunt Miriam / The Inside Story
3:00am,Mobile Suit Gundam Wing,Crossfire At Barge
3:30am,Batman: The Animated Series,Cat Scratch Fever
4:00am,Hey Arnold!,Save The Tree / New Teacher
4:30am,Uh Oh!,Episode 173
5:00am,Digimon,Shibumi Speaks
5:30am,Pokémon: The Johto Journeys,The Wayward Wobbuffet
6:00am,Adventures of Dudley The Dragon,Dudley Meets Pablo Pickle
6:30am,Rupert,Rupert And The Hedgehog
7:00am,Monster By Mistake,Monster Mayhem
7:30am,Mona The Vampire,Flea Circus / Shadow
8:00am,Rugrats,A Visit From Lipschitz / What the Big People Do
8:30am,Little Bear,Episode 5
9:00am,Rupert,Rupert And The Queen Bess
9:30am,Babar,My Dinner With Rataxes
10:00am,Seven Little Monsters,Losing Sam
10:30am,Fuzzpaws,Knot Again
11:00am,Elliot Moose,Episode 13
11:30am,Monster By Mistake,Live From Pickford
12:00pm,Uh Oh!,Episode 174
12:30pm,Mona The Vampire,Flu-Topia / Chain Letter
1:00pm,Angelina Ballerina,Angelina And Anya / Angelina The Mouse
1:30pm,Little Bear,Episode 15
2:00pm,Babar,The Lead Blimp
2:30pm,Rupert,Rupert And The Space Pilots
3:00pm,The Angry Beavers,Daggy Dearest / Dag's List
3:30pm,Dexter's Laboratory,Star Spangled Sidekicks / TV Super Pals / Game Over
4:00pm,Powerpuff Girls,Collect Her / Supper Villain
4:30pm,Hey Arnold!,"Eugene Goes Bad / What's Opera, Arnold?"
5:00pm,Pokémon: The Johto Journeys,Sick Daze
5:30pm,Digimon Tamers,Rabbit Transit
6:00pm,As Told By Ginger,Come Back Seal Girl
6:30pm,Yvon of the Yukon,Pull Your Goalie
7:00pm,SpongeBob SquarePants,Dying for Pie / Imitation Krabs
7:30pm,"Big Teeth, Bad Breath",Super Terrapin
8:00pm,Dragon Ball Z,Vegeta... Saiyan Style
8:30pm,Stop Vegeta Style!,
9:00pm,Freaky Stories,Not The Waltons
9:30pm,Worst Witch,Fingers And Thumbs
10:00pm,The New Addams Family,Addams Family In Court
10:30pm,Breaker High,All Seeing Bulls Eye
11:00pm,Student Bodies,The Break Up
11:30pm,Lucy Sullivan Getting Married,Among The Clubbers
