Time,Show,Episode,Image
12:00am,Home Movies,Hiatus,""
12:30am,Daria,Fat Like Me,""
1:00am,Downtown,The Con,""
1:30am,KaBlam!,Now With More Flava'!,""
2:00am,Stickin Around,Coat Of Many / Environmentally,""
2:30am,Rugrats,Runaway Reptar (Part 1),""
3:00am,Gundam Wing,Sanc Kingdom's Collapse,""
3:30am,Catdog,Adventures In / Cat Club,""
4:00am,Hey Arnold!,Sid the Vampire Slayer / Big Sis,""
4:30am,Uh Oh!,Episode 133,""
5:00am,Digimon,"Digimon World Tour, Part 1",""
5:30am,Pokémon: The Johto Journeys,Don't Touch That 'dile,""
6:00am,Pippi Longstocking,Pippi Goes Up In A Balloon,""
6:30am,Legend of White Fang,The Ice Bound Boat,""
7:00am,Static Shock,The Breed,""
7:30am,Transformers: Robots in Disguise,Secret Weapon,""
8:00am,Super Duper Sumo Wrestlers,Eviction Conviction,""
8:30am,Medabots,Return Of The Screws,""
9:00am,X-Men: Evolution,Mutant Crush,""
9:30am,The Mummy,A Candle In Darkness,""
10:00am,Batman Beyond,Zeta,""
10:30am,The Zeta Project,Change Of Heart,""
11:00am,Jackie Chan Adventures,He Does His Own Stunts,""
11:30am,Alienators: Evolution Continues,Slick,""
12:00pm,Hey Arnold!,Pigeon Man / Spelling Bee,""
12:30pm,Rocket Power,Blues / Lost & Found,""
1:00pm,YTV's Hit List,Year End Countdown (Part 2) Episode 11-17,""
1:30pm
2:00pm
2:30pm,Video & Arcade Top 10,Episode 7,""
3:00pm,Medabots,The GImme Ghost,""
3:30pm,Pokémon: Johto League Champions,A Hot Water Battle,""
4:00pm,Powerpuff Girls,Him Diddle Riddle,""
4:30pm,Mary Kate & Ashley: In Action,Puppy Love,""
5:00pm,Mona The Vampire,The Whirling Void / There's No Place Like Gnome,""
5:30pm,Ultimate Book Of Spells,Man Or Mortie,""
6:00pm,The Adventures of Daring & Grace,The Case of the Voodoo,""
6:30pm,The Nightmare Room,Be Scareful What You Wish For,""
7:00pm,Scariest Places on Earth,Episode 1,""
7:30pm
8:00pm,Buffy the Vampire Slayer,Flooded,""
8:30pm
9:00pm,Vampire High,A Grave Matter,""
9:30pm,Scary But True,Lighthouse / Altahama Sea,""
10:00pm,Scariest Places on Earth,Episode 3,""
10:30pm
11:00pm,Chart Attack!,Linkin Park Special Episode 2-16,""
11:30pm
