Time,Show,Episode,Youtube Video ID
12:00am,Are You Being Served?,A Change Is As Good As A Rest,
12:30am,Keeping Up Appearances,Episode 34,
1:00am,"Yes, Minister",One Of Us?,
1:30am,Rocky & Bullwinkle,Episode 154,
2:00am,Monster By Mistake,Just Desserts,
2:30am,Rugrats,Send in the Clouds / In the Navel,
3:00am,Mobile Suit Gundam Wing,Signs Of The Final,
3:30am,Batman: The Animated Series,The Ultimate Thrill,
4:00am,Jackie Chan Adventures,"Tiger and Pussycat, Part 1",
4:30am,Uh Oh!,Episode 169,
5:00am,Monster Rancher,Holly's Rescue,
5:30am,Pokémon,Electric Shock Showdown,
6:00am,Adventures Of Dudley The Dragon,Dudley And The Lost City,
6:30am,Rupert,Rupert and The Bell,
7:00am,Stickin' Around,Jumbo Frank / Owed To A Tree,
7:30am,Mona The Vampire,Polyester / Droll,
8:00am,Rugrats,The Mattress / Looking For Jack,
8:30am,Little Bear,The Sky Is Falling / Father’s Day / Fisherman Bear’s Big Catch,
9:00am,Rupert,Rupert And The Water Work,
9:30am,Babar,Fathers and Sons,
10:00am,George & Martha,The Reader / The Decorator,
10:30am,Country Mouse & The City Mouse Adventures,Sherlock Mice,
11:00am,The Bittles,The Bath / The Big Storm,
11:30am,Stickin' Around,Report Card / Ring Toss,
12:00pm,Uh Oh!,Episode 170,
12:30pm,Mona The Vampire,The Case of the Moll Troll / The Alien Magician,
1:00pm,Oswald,Cloud Collecting / Dragon,
1:30pm,Little Bear,The Sky Is Falling / Father’s Day / Fisherman Bear’s Big Catch,
2:00pm,Babar,Fathers and Sons,
2:30pm,Rupert,Rupert And The Marsh Mystery,
3:00pm,Sailor Moon,"Star Struck, Bad Luck",
3:30pm,Monster Rancher,A New Departure,
4:00pm,Medabots,I Dream Of Hushi,
4:30pm,Beyblade,Take It To The Max!,
5:00pm,Pokémon: Johto League Champions,Air Time,
5:30pm,Digimon Tamers,Jeri Fights Back,
6:00pm,Mary Kate & Ashley: In Action,Tout Sweet,
6:30pm,So Little Time,Lovers & Other Slotnicks,
7:00pm,YTV's Hit List,Episode 11-40,
7:30pm,,,
8:00pm,,,
8:31pm,Guinevere Jones,Dybbukin,
9:01pm,Vampire High,Rules are Rules,
9:30pm,Yu-Gi-Oh!,Tag Duel In The Labrynth,
10:00pm,Dragon Ball Z,The Ultimate Battle,
10:30pm,Gundam Wing,Assault On Barge,
11:00pm,Chart Attack!,Episode 2-39,
11:30pm,,,
