Time,Show,Episode
12:00am,Home Movies,Dad
12:30am,Daria,Psycho Therapy
1:00am,Downtown,Sin Bin
1:30am,KaBlam!,Episode 28
2:00am,Stickin Around,We're Outta Here / Naptitude Dude
2:30am,Rugrats,The Incredible Shrinking Babies / Miss Manners
3:00am,Mobile Suit Gundam Wing,Battleship Libra
3:30am,Batman: The Animated Series,Cat Scratch Fever
4:00am,Digimon Tamers,A Question Of Trust
4:30am,Uh Oh!,Episode 93
5:00am,Monster Rancher,Monol's Story
5:30am,Pokémon,Battle Of The Badge
6:00am,Stickin Around,Jumbo Frank / Owed To A Tree
6:30am,Legend of White Fang,The Great Snowman
7:00am,Beasties,Tangled Web
7:30am,Action Man,Ground Zero
8:00am,Tower Of Power,
8:30am,Medabots,Altered States
9:00am,Beyblade,Adios Bladbreakers
9:30am,The Mummy,The Boy Who Would Be King
10:00am,Batman Beyond,The Winning Edge
10:30am,Men In Black: The Series,The Married An Alien Syndrome
11:00am,Jackie Chan Adventures,Day Of The Dragon (Part 2)
11:30am,X-Men: Evolution,Spykecam
12:00pm,Galidor: Defenders of the Outer Dimension,Identity
12:30pm,Jacques Cousteau's Ocean Tales,Mystery Of The Sea
1:00pm,Video & Arcade Top Ten,Episode 39
1:30pm,YTV's Hit List,Episode 11-38[Note 1]
2:00pm,,
2:30pm,,
3:00pm,Beyblade,Adios Bladbreakers
3:30pm,Pokémon: Johto League Champions,Art Of Pokemon
4:00pm,Sailor Moon,Nightmare In Dreamland
4:30pm,Ultimate Book Of Spells,Terror Of Moolana
5:00pm,D'myna Leagues,The Golden Boy
5:30pm,Freaky Stories,Gigabyte This
6:00pm,Galidor: Defenders of the Outer Dimension,"All For One, One For Nepal"
6:30pm,2030 CE,First Assignment
7:00pm,Mystery Hunters,Skunk Ape / Bigfoot
7:30pm,Prison Inn / Ghost Seeing Dogs,
8:00pm,Guinevere Jones,That Old Black Magic
8:30pm,Vampire High,The Test
9:00pm,Buffy The Vampire Slayer,Older & Far Away
9:30pm,,
10:00pm,Scariest Places On Earth,Episode 14
10:30pm,,
11:00pm,Chart Attack!,Episode 2-34
11:30pm,,
