Time,Show,Episode,Image
12:00am,Super Duper Sumos,Beach Blanket Sumos,""
12:31am,Batman Beyond,The Winning Edge,""
1:00am,Home Movies,Therapy,""
1:30am,Stressed Eric,Tidy,""
2:00am,Microsoft's .Net Show,Creating Windows Apps,""
2:30am
2:52am,Paid Programming: Body Flex,""
3:00am
3:31am,Alpha 2 Omega,Episode 9,""
4:00am,gAmerZ,Episode 33,""
4:29am,Rocket Power,The Longest Day / Ottoman and the Sea,""
5:00am,Medabots,The Ace from Outer Space,""
5:30am,Pokémon,A Ghost of a Chance,""
6:00am,Mona the Vampire,The Fortune Cookie / Pixies,""
6:24am,Animal Stories,Eric the Elephant,""
6:30am,The Legend of White Fang,The Golden Touch,""
7:00am,Monster by Mistake,Jungleland,""
7:30am,Ultimate Book of Spells,Man or Mortie,""
8:00am,Sitting Ducks,Pest of a Guest / Hey... Bill's on the News,""
8:30am,SpongeBob SquarePants,Wormy / Patty Hype,""
9:00am,CatDog,CatDog Candy / Movin' on Up,""
9:30am,Animaniacs,Chalkboard Bungle / Hurray for Slappy / The Great Wakkorotti: The Master and His Music,""
10:00am,Pinky and the Brain,The Mummy / Robin Brain,""
10:30am,Dexter's Laboratory,Dollhouse Drama / The Justice Friends: Krunk's Date / The Big Cheese,""
11:00am,Detention,What Did You Séance?,""
11:30am,The New Woody Woodpecker Show,Super Woody / Skating By / Be a Sport,""
12:00pm,D'Myna Leagues,A Tree Grows in Mynaville,""
12:30pm,Yvon of the Yukon,Unfit Outfitters,""
1:00pm,System Crash,With Friends Like These,""
1:30pm,Uh Oh!,Episode 196,""
2:00pm,Sailor Moon,Detention Doldrums,""
2:30pm,The Flintstones,The Sweepstakes Ticket,""
3:01pm,The Jetsons,Future Tense,""
3:31pm,Yu-Gi-Oh!,Give Up the Ghost,""
4:00pm,Digimon,Kazu and Kenta's Excellent Adventure,""
4:30pm,Medabots,For Love or Robattle,""
5:00pm,Jackie Chan Adventures,Tough Luck,""
5:30pm,As Told By Ginger,Déjà Who?,""
6:00pm,The Brothers Garcia,The Right Stuff,""
6:30pm,So Little Time,The Job,""
7:00pm,State of Grace,It's a Wonderful Heschie,""
7:30pm,Screech Owls,Instant Replay,""
8:00pm,The Saddle Club,Jumping to Conclusions,""
8:30pm,The Zack Files,Who Did You Say I Was?,""
9:00pm,Incredible Story Studio,Mysteries Uncovered,""
9:30pm,Final Cut,Director,""
10:00pm,Don't Lick the Pig,Episode 10,""
10:30pm,System Crash,Love is in the... Where?,""
11:00pm,Radio Active,The Poet,""
11:30pm,Big Wolf on Campus,Stone Free,""
