Time,Show,Episode
12:11am,Are You Being Served?,Calling All Customers
12:45am,Keeping Up Appearances,Episode 19
1:22am,My Family,Ghosts
2:11am,2point4 Children,Perfect Day
2:34am,Radio Active,The Prima Donna
3:08am,Big Wolf On Campus,Mr. Roboto
3:37am,Medabots,Stung By A Metabee
4:00am,Dragon Ball Z,The Warrior's Decision
4:30am,Sailor Moon,Lita Borrows Trouble
5:00am,Pokémon,Bulbasaur's Garden
5:30am,Yu-Gi-Oh!,Yugi Vs. Pegasus Part 3
6:00am,Mona The Vampire,Black Hole / Waxing
6:30am,Seven Little Monsters,It's A Wonderful Life
7:00am,Sailor Moon,Damp Spirits
7:30am,Hamtaro,The Sunflower Field
8:00am,Rugrats,"The Wild, Wild West / Angelica for a Day"
8:30am,Uh Oh!,Episode 215
9:00am,Little Bear,The Greatest Show in the World/Lucky Little Bear/Little Bear's Tall Tale
9:30am,Babar,Double The Guards
10:00am,Rupert,Rupert and The Giant
10:30am,Anatole,High Fliers
11:00am,Seven Little Monsters,The Whole Tooth!
11:30am,Stickin' Around,Mission Improbable / Saturday Fever
12:00pm,Rugrats,"The Wild, Wild West / Angelica for a Day"
12:30pm,Hamtaro,The Sunflower Field
1:00pm,Ultimate Book Of Spells,Terror Of Moolana
1:30pm,Country Mouse & The City Mouse Adventures,Sherlock Mouse
2:00pm,Mona The Vampire,Black Hole / Waxing
2:30pm,Sailor Moon,Damp Spirits
3:00pm,Digimon Tamers,Out Of The Blue
3:30pm,Zoids,Desert Tusk: Assault of the War Sharks
4:00pm,Hamtaro,The Ham-Ham Clubhouse
4:30pm,The Sunflower Field,
5:00pm,Let's Cross the Rainbow!,
5:30pm,Ham-Ham Gang at the Aquarium!,
6:00pm,Girlstuff/Boystuff,Skaterchick / Blind Date
6:30pm,Breaker High,Don't Get Curried Away
7:00pm,What I Like About You,Parrot Trap
7:30pm,YTV's Hit List,Season 12 Episode 10
8:00pm,,
8:30pm,,
9:00pm,Dead Last,Pilot
9:30pm,,
10:00pm,Scariest Places On Earth,Episode 12
10:30pm,,
11:00pm,Vampire High,Love's Labour Not Lost
11:30pm,Big Wolf On Campus,Book Mobile
