Time,Show,Episode,Youtube Video ID
12:00am,Home Movies,Law & Boarder,
12:30am,Daria,Just Add Water,
1:00am,Downtown,Hot Spot,
1:30am,KaBlam!,Henry & June Special,
2:00am,Stickin Around,The Mucus Touch / If It Ain't,
2:30am,Rugrats,Car Wash / Heat Wave,
3:00am,Mobile Suit Gundam Wing,Crossfire At Barge,
3:30am,Batman: The Animated Series,Joker's Millions,
4:00am,Digimon,Reaper's Feast,
4:30am,Uh Oh!,Episode 192,
5:00am,Monster Rancher,Ruins' Secret,
5:30am,Pokémon,Bulbasaur & The Hidden Village,
6:00am,Stickin Around,Little Barber / Hippity Hop,
6:30am,Legend of White Fang,The Gold Nugget,
7:00am,Beasties,Dark Voyage,
7:30am,Action Man,Double Vision,
8:00am,Transformers: Robots In Disguise,Battle Protocol,
8:30am,Medabots,Let The Meda-Games Begin,
9:00am,Beyblade,Day Of The Dragoon,
9:30am,The Mummy,The Maze,
10:00am,Batman Beyond,Ace In The Hole,
10:30am,Men In Black: The Series,The Buzzard Syndrome,
11:00am,Jackie Chan Adventures,Glove Story,
11:30am,X-Men: Evolution,Grim Reminder,
12:00pm,Hey Arnold!,Save The Tree / New Teacher,
12:30pm,Rocket Power,Bowl / Luger,
1:00pm,Video & Arcade Top Ten,Episode 29,
1:30pm,YTV's Hit List,Episode 11-39,
2:00pm,,,
2:30pm,,,
3:00pm,Beyblade,Day Of The Dragoon,
3:30pm,Pokémon: Johto League Champions,Spring Fever,
4:00pm,Sailor Moon,One In The Hand,
4:30pm,Ultimate Book Of Spells,The Bind That Ties,
5:00pm,Grizzly Tales For Gruesome Kids,Too Big For His / Tag,
5:30pm,Freaky Stories,Episode 18,
6:00pm,Galidor: Defenders of the Outer Dimension,Belonging,
6:30pm,2030 CE,Free Jake,
7:00pm,Dead Last,Teen Spirit,
7:30pm,,,
8:00pm,Guinevere Jones,Dybbukkin,
8:30pm,Vampire High,Things That Go Vamp...,
9:00pm,Buffy The Vampire Slayer,The Bargaining (Part II),
9:30pm,,,
10:00pm,Scariest Places On Earth,Episode 6,
10:30pm,,,
11:00pm,Chart Attack!,Episode 2-38,
11:30pm,,,
