Time,Show,Episode,Youtube Video ID
12:00am,Are You Being Served?,Hoorah For The Holidays,
12:46am,Keeping Up Appearances,Episode 16,
1:26am,My Family,Parisian Beauty,
2:03am,2point4 Children,Love & Marriage,
2:40am,Breaker High,"Some You Win, Some You Lose",
3:08am,Big Wolf On Campus,The Exor-Sis,
3:37am,Medabots,Enter Rintaro,
4:00am,Dragon Ball Z,Find The Dragon Ball,
4:30am,Sailor Moon,Kindergarten Chaos,
5:00am,Pokémon,Showdown In Pewter City,
5:30am,Yu-Gi-Oh,A Battle Between Friends,
6:00am,Mona The Vampire,Mr. Marvellous / Spelling Bee,
6:30am,Monster By Mistake,Gorgool's Pet,
7:00am,Sailor Moon,Much Ado About Babysitting,
7:30am,Hamtaro,The Search for Dad's Glasses!,
8:00am,Rugrats,Cat Got Your Tongue?/The War Room/Attention Please,
8:30am,Uh Oh!,Episode 172,
9:00am,Little Bear,Episode 16,
9:30am,Babar,The Diaperman Cometh,
10:00am,Rupert,Rupert & The Water Work,
10:30am,Dumb Bunnies,Puddle Muddle,
11:00am,George & Martha,The Blabbermouth / Life and Breath,
11:30am,Stickin' Around,Battle of the Band/The Scarlet Pimple,
12:00pm,Pokémon,Clefairy & The Moon Stone,
12:30pm,Digimon,Family Picnic,
1:00pm,Hamtaro,The Search for Dad's Glasses!,
1:30pm,Country Mouse & The City Mouse Adventures,Hong Kong Mice,
2:00pm,Mona The Vampire,Mr. Marvellous / Spelling Bee,
2:30pm,Sailor Moon,Much Ado About Babysitting,
3:00pm,Medabots,Ace From Outerspace,
3:30pm,Pokémon,Ariados Amigos!,
4:00pm,Beyblade,Dragon Storm,
4:30pm,Hey Arnold!,Arnold Betrays Iggy / Helga and the Nanny,
5:00pm,The Powerpuff Girls,Flim Flam,
5:30pm,Rocket Power,Tito Time / The Return of Clio,
6:00pm,SpongeBob SquarePants,Something Smells / Bossy Boots,
6:30pm,Two Of A KInd,The Tutor,
7:00pm,I Love Mummy,James Falls In Love,
7:30pm,Yu-Gi-Oh,A Battle Between Friends,
8:00pm,Dragon Ball Z,Revival,
8:30pm,ReBoot,The Tiff,
9:00pm,The Zack Files,Misfortune Cookie,
9:30pm,Radio Active,Bully For You,
10:00pm,Breaker High,Stowing Pains,
10:30pm,Big Wolf on Campus,Muffy the Werewolf Slayer,
11:00pm,My Family,Death and Ben Take a Holiday,
11:35pm,2point4 Children,Dirty Bowling,
