Time,Show,Episode,Image
12:00am,Are You Being Served?,Happy Returns,""
12:30am,Keeping Up Appearances,Episode 9,""
1:00am,"Yes, Minister",Writing On The Wall,""
1:30am,Rocky & Bullwinkle,Episode 101,""
2:00am,Monster By Mistake,Pizza Day,""
2:30am,Rugrats,Family Reunion / Grandpa's Date,""
3:00am,Mobile Suit Gundam Wing,Zero Vs Epyon,""
3:30am,Batman: The Animated Series,Secret Of Bruce Wayne,""
4:00am,Hey Arnold!,Freeze Frame / Phoebe Cheats,""
4:30am,Uh Oh!,Episode 169,""
5:00am,Digimon Tamers,Blame it on Ryo,""
5:30am,Pokémon: The Johto Journeys,Spring Fever,""
6:00am,Adventures Of Dudley The Dragon,Dudley And The King,""
6:30am,Rupert,Rupert And Ginger,""
7:00am,Stickin' Around,The Mucus Touch / If It Ain't Fixed Break It,""
7:30am,Mona The Vampire,Spirit of the Woods / The Bogeyman,""
8:00am,Rugrats,No Bones About It / Beach Blanket Babies,""
8:30am,Little Bear,Episode 1,""
9:00am,Rupert,Rupert And The Paper Fold,""
9:30am,Babar,Celesteville Enquirer,""
10:00am,George & Martha,The Comedian / The Price,""
10:30am,Panda Bear Daycare,You're Not The Boss,""
10:45am,Ruffus The Dog,Little Bo Peep,""
11:00am,Anthony Ant,The Treasure / Quest,""
11:30am,Stickin' Around,"Temper, Temper / Aquachimps",""
12:00pm,Uh Oh!,Episode 270,""
12:30pm,Mona The Vampire,Cyborg Phantasm / Kitten Of The Sea,""
1:00pm,Dexter's Laboratory: Ego Trip (1999),""
1:30pm
2:00pm,Dexter's Laboratory,Mom and Jerry / Chubby Cheese / That Crazy Robot,""
2:30pm,Super Duper Sumos,Sumos On Ice,""
3:00pm,The Mummy,The Puzzle,""
3:30pm,Digimon Tamers,Goliath,""
4:00pm,Dexter's Laboratory,Sassy Come Home / Photo Finish,""
4:30pm,The Powerpuff Girls,Knock It Off,""
5:00pm,Pokémon: Johto League Champions,Freeze Frame,""
5:30pm,Jackie Chan Adventures,Curse of El Chupacabra,""
6:00pm,Generation O!,Going Solo,""
6:30pm,StarStreet,Deja Vu,""
6:50pm,Treasure,Who Wants To Get Married,""
7:00pm,YTV's Hit List,Episode 11-27,""
7:30pm
8:00pm
8:30pm,The Powerpuff Girls,Insect / Powerpuff Bluff,""
9:00pm,Daria,Boxing Daria,""
9:30pm,Yu-Gi-Oh!,First Duel,""
10:00pm,Dragon Ball Z,Gohan Defeats Your Dad!!,""
10:30pm,Gundam Wing,Party Night,""
11:00pm,Chart Attack!,St. Paddy's Day Episode 2-26,""
11:30pm
