Time,Show,Episode,Image
12:00am,Are You Being Served?,The Hold Up,""
12:30am,Keeping Up Appearances,Episode 36,""
1:00am,"Yes, Minister",Bishop's Gambit,""
1:30am,Rocky & Bullwinkle,Episode 138,""
2:00am,Stickin' Around,This Is a Hiccup / Disciplinary Action,""
2:30am,Rugrats,Silent Angelica / Tie My Shoes,""
3:00am,Mobile Suit Gundam Wing,God Of Death Meets Zero,""
3:30am,Catdog,Smarter Than the Average Dog / CatDog Doesn't Live Here,""
4:00am,Hey Arnold!,Girl Trouble / School Dance,""
4:30am,Uh Oh!,Episode 116,""
5:00am,Digimon,Stone Soup,""
5:30am,Pokémon,Viva Las Lapras,""
6:00am,Babar,Alexander The Great,""
6:30am,Rupert,Rupert and The Clock,""
7:00am,Monster By Mistake,Campsite Creeper,""
7:30am,Catdog,Send in the CatDog / Fetch; Fishing for Trouble,""
8:00am,Rugrats,What's Your Line? / Two by Two,""
8:30am,Little Bear,Episode 11,""
9:00am,Rupert,Rupert and The Clock,""
9:30am,Babar,Babar's First Step,""
10:00am,Anatole,Anatole's Parisian Adventure,""
10:30am,Fuzzpaws,Rules Rule!,""
11:00am,Elliot Moose,Episode 22,""
11:30am,Monster By Mistake,Billy Caves In,""
12:00pm,Uh Oh!,Episode 131,""
12:30pm,Mona The Vampire,Mummy's Tomb / Freaky The Snowman,""
1:00pm,Soccer Dog (1999),""
1:30pm
2:00pm
2:30pm
3:00pm,Angry Beavers,Pass It On! / Stump's Family Reunion,""
3:30pm,Dexter's Laboratory,Inflata Dee Dee/The Justice Friends: Can't Nap/Monstory,""
4:00pm,The Powerpuff Girls,Major Competition / Mr. Mojo,""
4:30pm,Hey Arnold!,Helga's Show / The Flood,""
5:00pm,Pokémon,Underground Round Up,""
5:30pm,Digimon Tamers,Kyoto Dragon,""
6:00pm,So Little Time,Siblings In The City,""
6:30pm,Caitlin's Way,Truant,""
7:00pm,Two Of A Kind,Kevin Burke's Day Off,""
7:30pm,Saddle Club,Jumping To Conclusions,""
8:00pm,Dragon Ball Z,The Unleashing,""
8:30pm,Freaky Stories,Mama's Boy,""
9:00pm,The New Addams Family,Feud In The Addams Family,""
9:30pm,Breaker High,Silence of the Lamborghini,""
10:00pm,Radio Active,The Radio Activists,""
10:30pm,Student Bodies,Cyrano De Cody,""
11:00pm,Big Wolf On Campus,Hello Nasty,""
11:30pm,Big Meg Little Meg,Lucky Charm Bad Penny,""
