Time,Show,Episode,Image
12:00am,Are You Being Served?,Dear Sexy Knickers,""
12:30am,Keeping Up Appearances,Episode 7,""
1:00am,"Yes, Minister",Right To Know,""
1:30am,Rocky & Bullwinkle,Episode 117,""
2:00am,Monster By Mistake,Live From Pickford,""
2:30am,Rugrats,Diaper Change,""
3:00am,Mobile Suit Gundam Wing,Final Victor,""
3:30am,Batman: The Animated Series,If You're So Smart,""
4:00am,Jackie Chan Adventures,Shall Game,""
4:30am,Uh Oh!,Episode 212,""
5:00am,Monster Rancher,Suezo's Secret Weapon,""
5:30am,Pokémon,"Lights, Camera, Quack",""
6:00am,Adventures of Dudley The Dragon,The Unhappy Garden,""
6:30am,Rupert,Rupert and Uncle Grizzly,""
7:00am,Stickin Around,Beware The Lunchwad / Madame Know,""
7:30am,Hamtaro,The Slipper Chase,""
8:00am,Sailor Moon,Fractious Friends,""
8:30am,Little Bear,Episode 7,""
9:00am,Rupert,Rupert And The Crystal,""
9:30am,Babar,A Tale Of Two Siblings,""
10:00am,George & Martha,The Argument / Happy Palms,""
10:30am,Country Mouse & The City Mouse Adventures,Solid Gold-Mouse,""
11:00am,Mona The Vampire,Potato Fish / It's All,""
11:30am,Uh Oh!,Episode 213,""
12:00pm,Rugrats,Fall Stinks,""
12:30pm,Stickin' Around,It's My Parties / Do the Hooky Pokey,""
1:00pm,Hamtaro,The Slipper Chase,""
1:30pm,Little Bear,Little Bear Scares Everyone; The One That Got Away; Where Are Little Bear's Crayons?,""
2:00pm,Babar,Tour De Celesteville,""
2:30pm,Rupert,Rupert & The Lost,""
3:00pm,Sailor Moon,Fractious Friends,""
3:30pm,Monster Rancher,My Name Is Pixie,""
4:00pm,Medabots,Meet Your Maker,""
4:30pm,Hey Arnold!,The List / Haunted Train,""
5:00pm,The Powerpuff Girls,Just Another Manic Mojo / Mime for a Change,""
5:30pm,Men in Black: The Series,"The Endgame Syndrome, Part 1",""
6:00pm,Jackie Chan Adventures,"Project A, For Astral",""
6:30pm,Yu-Gi-Oh!,The Eve Of The Final Battle,""
7:00pm,Galidor: Defenders of the Outer Dimension,Identity,""
7:30pm,2030 CE,Cat & Mouse,""
8:00pm,Dragon Ball Z,Camera Shy,""
8:30pm,World Tournament,""
9:00pm,Thunderbirds,Alias Mr. Hackenbacker Part 2,""
9:30pm,The Zack Files,It's A Wonderful School,""
10:00pm,Radio Active,They Call Me Uncle Tibby,""
10:30pm,Breaker High,Yoo Hoo Mr. Palace Guard,""
11:00pm,Student Bodies,The Trial,""
11:30pm,My Family,Trust Never Sleeps,""
