Time,Show,Episode,Image
12:00am,Are You Being Served?,Episode 38,""
12:30am,Keeping Up Appearances,Episode 1,""
1:00am,"Yes, Minister",Tangled Web,""
1:30am,Rocky & Bullwinkle,Episode 112,""
2:00am,Stickin Around,Wimbled'uh / Night Of The Living Dumpster,""
2:30am,Rugrats,A Dose of Dil / Famous Babies,""
3:00am,Mobile Suit Gundam Wing,Target: Earth,""
3:30am,Batman: The Animated Series,I Am The Night,""
4:00am,Jackie Chan Adventures,"The Good, the Bad, the Blind, the Deaf and the Mute",""
4:30am,Uh Oh!,Episode 206,""
5:00am,Monster Rancher,Moo Revealed,""
5:30am,Pokémon,Its Mr. Mime Time,""
6:00am,Adventures Of Dudley The Dragon,Dudley Meets Pablo Pickle,""
6:30am,Rupert,Rupert & The Temple,""
7:00am,Monster By Mistake,Gwyneth,""
7:30am,Hamtaro,Bijou's In Danger,""
8:00am,Sailor Moon,Bad Hair Day,""
8:30am,Little Bear,Episode 1,""
9:00am,Rupert,Rupert In Toyland,""
9:30am,Babar,Witch's Potion,""
10:00am,Seven Little Monsters,My Fair One,""
10:30am,Country Mouse & The City Mouse Adventures,Meatball Mice,""
11:00am,Monster By Mistake,Soap Box Derby,""
11:30am,Uh Oh!,Episode 207,""
12:00pm,Rugrats,No Place Like Home,""
12:30pm,Seven Little Monsters,Out Of Sight,""
1:00pm,Hamtaro,Bijou's In Danger,""
1:30pm,Little Bear,Little Bear Talks to Himself/Who Do I Look Like?/Mister Nobody,""
2:00pm,Babar,The Gift,""
2:30pm,Rupert,Rupert and the Bell,""
3:00pm,Sailor Moon,Bad Hair Day,""
3:30pm,Monster Rancher,Holly's Rescue,""
4:00pm,Medabots,Cyandog Bites Back,""
4:30pm,Hey Arnold!,Arnold's Halloween,""
5:00pm,The Powerpuff Girls,"Three Girls and a Monster / Monkey See, Doggie Two",""
5:30pm,Men in Black: The Series,The Loose Foul Ball Syndrome,""
6:00pm,Jackie Chan Adventures,The Dark Hand,""
6:30pm,Yu-Gi-Oh,The Ultimate Dragon,""
7:00pm,As Told By Ginger,"Dare I, Darren",""
7:30pm,Two Of A Kind,Let's Dance,""
8:00pm,Dragon Ball Z,Goku Vs. Pykon,""
8:30pm,Gohan Goes To High School,""
9:00pm,Thunderbirds,The Atlantic Inferno - Part 2,""
9:30pm,The Zack Files,Almost Famous Almost,""
10:00pm,Radio Active,Return To Sender,""
10:30pm,Breaker High,When In Rome,""
11:00pm,Student Bodies,Valentine's Day,""
11:30pm,My Family,All Roads Lead To Ramon,""
