Time,Show,Episode,Youtube Video ID
12:00am,Home Movies,Therapy,
12:30am,Daria,One J At A Time,
1:00am,Downtown,Night Shift,
1:30am,An Off-Beats Valentine's,,
2:00am,Stickin Around,Battle of the Band / The Scarlet Pimple,
2:30am,Rugrats,Day of the Potty/Tell-Tale Cell Phone/The Time of Their Lives,
3:00am,Mobile Suit Gundam Wing,Bewildered Warriors,
3:30am,Batman: The Animated Series,It's Never Too Late,
4:00am,Hey Arnold!,Door #16 / Arnold as Cupid,
4:30am,Uh Oh!,Episode 51,
5:00am,Digimon Tamers,"Snakes, Trains, and Digimon",
5:30am,Pokémon: The Johto Journeys,A Shadow of a Drought,
6:00am,Stickin Around,Aaand Action / Night Of The Living Dumpster,
6:30am,Legend of White Fang,The Traitor,
7:00am,Beasties,Beast Wars (Part 1),
7:30am,Transformers: Robots in Disguise,A Test Of Metal,
8:00am,Super Duper Sumo Wrestlers,I'm Too Sexy For My Butt,
8:30am,Medabots,Ace From Outerspace,
9:00am,X-Men: Evolution,Survival Of The Fittest,
9:30am,The Mummy,Howl,
10:00am,Batman Beyond,Countdown,
10:30am,The Zeta Project,Shadows,
11:00am,Jackie Chan Adventures,Queen Of The Shadowkhan,
11:30am,Alienators: Evolution Continues,Head Case,
12:00pm,Hey Arnold!,Part Time Friends / Runaway Float,
12:30pm,Rocket Power,Escape from Lars Mountain / It Was a Dark and Stormy Night,
1:00pm,Video & Arcade Top Ten,Episode 12,
1:30pm,YTV's Hit List,Episode 11-22,
2:00pm,,,
2:30pm,,,
3:00pm,Medabots,Phantom Renegate Unmasked,
3:30pm,Pokémon: Johto League Champions,Mountain Time,
4:00pm,The Powerpuff Girls,Insect Inside / Powerpuff Bluff,
4:30pm,Mary Kate & Ashley: In Action,Snow Much Fun,
5:00pm,Grizzly Tales For Gruesome Kids,Episode 14,
5:30pm,Freaky Stories,The Big Queasy,
6:00pm,The Nightmare Room,"Dear Diary, I'm Dead",
6:30pm,Vampire High,The Withering,
7:00pm,Scariest Places on Earth,Episode 6,
7:30pm,,,
8:00pm,Buffy The Vampire Slayer,Dead Things,
8:30pm,,,
9:00pm,Vampire High,Odd Man Out,
9:30pm,Scary But True,Episode 9,
10:00pm,Scariest Places on Earth,Lucedio: Cursed Italian Monastery Dare,
10:30pm,,,
11:00pm,Chart Attack!,Valentine's Day Massacre Episode 2-21,
11:30pm,,,
