Time,Show,Episode,Youtube Video ID
12:00am,Home Movies,Impressions,
12:30am,Daria,Of Human Bonding,
1:00am,Downtown,Jersey,
1:30am,KaBlam!,Episode 27,
2:00am,Stickin Around,Slime A Bean / Voice Of,
2:30am,Rugrats,Officer Chuckie / Auctioning Grandpa,
3:00am,Mobile Suit Gundam Wing,Zero Vs. Epyon,
3:30am,Batman: The Animated Series,Night Of The Ninja,
4:00am,Digimon Tamers,Now You See It...,
4:30am,Uh Oh!,Episode 161,
5:00am,Monster Rancher,The Courageous Seven,
5:30am,Pokémon,Riddle Me This,
6:00am,Stickin Around,"The Mucus Touch / If It Ain't Fixed, Break It",
6:30am,Legend of White Fang,The Lynx,
7:00am,Beasties,Coming Of The Fuzors (Part 2),
7:30am,Action Man,Thirst,
8:00am,Transformers: Robots In Disguise,Skid Z's Choice,
8:30am,Medabots,Taking the Victor Out of Victory,
9:00am,Beyblade,Bye Bye Bit Beast,
9:30am,The Mummy,Fear Itself,
10:00am,Batman Beyond,Dead Man's Hand,
10:30am,Men In Black: The Series,The Head Trip Syndrome,
11:00am,Jackie Chan Adventures,Tiger & Pussycat (Part 1),
11:30am,X-Men: Evolution,Turn Of The Rogue,
12:00pm,Hey Arnold!,Arnold's Room / Helga Vs Big,
12:30pm,Rocket Power,Lars Mountain / It Was,
1:00pm,Video & Arcade Top Ten,Episode 38,
1:30pm,YTV's Hit List,Eiffel 65 Special 11-6,
2:00pm,,,
2:30pm,,,
3:00pm,Beyblade,Bye Bye Bit Beast,
3:30pm,Pokémon: Johto League Champions,Control Freak,
4:00pm,Sailor Moon,An Uncharmed Life,
4:30pm,Ultimate Book Of Spells,Multiple Mayhem,
5:00pm,Grizzly Tales For Gruesome Kids,Childhood Sntacher,
5:30pm,Freaky Stories,Maggots Are From Venus,
6:00pm,Galidor: Defenders of the Outer Dimension,"Euripides, Please",
6:30pm,2030 CE,Ch-Ch-Changes,
7:00pm,Dead Last,"To Serve, With Love",
7:30pm,,,
8:00pm,Guinevere Jones,Psyched,
8:30pm,Vampire High,Odd Man Out,
9:00pm,Buffy The Vampire Slayer,Dead Things,
9:30pm,,,
10:00pm,Scariest Places On Earth,Episode 13,
10:30pm,,,
11:00pm,Chart Attack!,Episode 2-32,
11:30pm,,,
