Time,Show,Episode
12:05am,Are You Being Served?,Episode 11
12:42am,Keeping Up Appearances,Driving Mrs Fortescue
1:18am,Yes Minister,The Writing on the Wall
1:48am,Rocky and Bullwinkle,Episode 133
2:18am,Paid Programming: Body Flex,
2:47am,Rugrats,When Wishes Come True / Angelica Breaks a Leg
3:17am,Gundam Wing,The Fight for Independence
3:46am,Batman: The Animated Series,Avatar
4:14am,Hey Arnold!,"Monkeyman! / Buses, Bikes, and Subways"
4:42am,Uh Oh!,Episode 81
5:10am,Digimon,Under Pressure
5:33am,Pokémon: Johto League Champions,Wings 'N' Things
6:00am,The Adventures of Dudley the Dragon,Dudley and the Knight Club
6:24am,Animal Stories,Crab
6:30am,Rupert,Rupert and Algy's Misadventure
6:59am,Monster by Mistake,Thin Ice
7:30am,Mona the Vampire,Attack of the Living Scarecrow / The Robot Babysitter
8:00am,Rugrats,The Last Babysitter / Sour Pickles
8:30am,Little Bear,Little Bear and the Sea Monster / Hat Parade / Finding Fisherman Bear
8:54am,Judy & David's Boom Box,Gravity
8:58am,Rupert,Rupert and the Bell
9:29am,Babar,The City of Elephants
9:52am,Nanalan',Big Dog
9:55am,Chip 'n Orbit,Episode 59
10:00am,Seven Little Monsters,Good Night!
10:30am,The Country Mouse and the City Mouse Adventures,Swiss Chocolate Mouse
10:53am,Animal Stories,Crocodile
11:00am,Elliot Moose,Smile! / The Case of the Missing Mapleberries / Fly By Knight / The Mousetrap
11:22am,Lisa,At the Zoo
11:30am,Monster by Mistake,Pizza Day
11:53am,Animal Stories,Bobby the Ape
12:00pm,Uh Oh!,Episode 90
12:30pm,Mona the Vampire,Spitting Image / Fourth Dementia Funhouse
1:00pm,Angelina Ballerina,The Real Thing / No Match for Angelina
1:25pm,Chip 'n Orbit,Episode 60
1:30pm,Little Bear,Family Bath Time / Winter Wonderland / Mitzi's Mess
1:54pm,Judy & David's Boom Box,Fish History
1:58pm,Babar,Babar's Triumph
2:21pm,Nanalan',Apple
2:24pm,Chip 'n Orbit,Episode 61
2:30pm,Rupert,Rupert and Uncle Grizzly
3:00pm,Sailor Moon,Gramps in a Pickle
3:29pm,Dexter's Laboratory,Topped Off / Dee Dee's Tail / No Power Trip
4:00pm,The Powerpuff Girls,Jewel of the Aisle / Super Zeroes
4:30pm,Hey Arnold!,Grandpa's Sister / Synchronized Swimming
5:00pm,Pokémon: Johto League Champions,The Grass Route
5:30pm,Digimon Tamers,Beelzemon's Big Day
6:00pm,As Told By Ginger,Sleep on It
6:30pm,Yvon of the Yukon,When Love Goes Babs
7:00pm,SpongeBob SquarePants,Mermaid Man and Barnacle Boy III / Squirrel Jokes
7:30pm,"Big Teeth, Bad Breath",Lucy and Woodland Massive
8:00pm,Dragon Ball Z,The Renewed Goku
8:30pm,The End of Vegeta,
9:00pm,Freaky Stories,Animal Maggotism
9:30pm,The Worst Witch,The Battle of the Broomsticks
10:00pm,The New Addams Family,Fester's Punctured Romance
10:30pm,Breaker High,Mayhem on the Orient Distress
11:00pm,Student Bodies,The Trial
11:30pm,Lucy Sullivan is Getting Married,At the Albert Hall
