Time,Show,Episode
12:00am,Home Movies,Identifying A Body
12:30am,Daria,A Tree Grows In Lawnndale
1:00am,Downtown,Hotel Bar
1:30am,KaBlam!,Episode 34
2:00am,Stickin Around,Bar None / All Washed
2:30am,Rugrats,Journey to the Center of the Basement / A Very McNulty Birthday
3:00am,Mobile Suit Gundam Wing,Catherine's Tear
3:30am,Batman: The Animated Series,Feat Of Clay (Part 1)
4:00am,Digimon Tamers,Digimon Everywhere
4:30am,Uh Oh!,Episode 205
5:00am,Monster Rancher,Baby Bossy
5:30am,Pokémon,Dig Those DIglett
6:00am,Stickin Around,Aaand Action / Night Of The Living Dumpster
6:30am,Legend of White Fang,Leap Of Danger
7:00am,Beasties,Before The Storm
7:30am,Action Man,The Hereafter Factor
8:00am,Transformers: Robots In Disguise,Hunt For The Black Pyramid
8:30am,Medabots,Swede Or Sour
9:00am,Beyblade,Dragoon Storm
9:30am,The Mummy,The Deep Blue Sea
10:00am,Batman Beyond,Blackout
10:30am,Men In Black: The Series,The Symbiote Syndrome
11:00am,Jackie Chan Adventures,Bullies
11:30am,X-Men: Evolution,The X-Impulse
12:00pm,Hey Arnold!,Stinky Goes Hollywood / Olga Gets Engaged
12:30pm,Rocket Power,Hawaii Blues / Lost and Find
1:00pm,Video & Arcade Top 10,"Season ?, Episode 33"
1:30pm,YTV's Hit List,Episode 11-28
2:00pm,,
2:30pm,,
3:00pm,Beyblade,Dragoon Storm
3:30pm,Pokémon: Johto League Champions,The Dunsparce Deception
4:00pm,Sailor Moon,Talk Radio
4:30pm,Ultimate Book of Spells,The Ties That Bind
5:00pm,Grizzly Tales for Gruesome Kids,Jack-In-A-Box
5:30pm,Freaky Stories,A Fishy Story / Apologies to Steinbeck / Dumped in the Outback / The Creeping Curse of the Mummy's Tomb
6:00pm,Galidor,Just Because You're Paranoid
6:30pm,2030 CE,Live Bait
7:00pm,Dead Last,Jane's Exit
7:30pm,,
8:00pm,Guinevere Jones,The Dryad
8:30pm,Vampire High,The Withering
9:00pm,Buffy the Vampire Slayer,"Once More, with Feeling"
9:30pm,,
10:00pm,Scariest Places on Earth,Episode 9
10:30pm,,
11:00pm,Chart Attack!,Linkin Park Special
11:30pm,,
