Time,Show,Episode,Youtube Video ID
12:00am,Are You Being Served?,The Punch and Judy Affair,
12:30am,Keeping Up Appearances,Episode 26,
1:00am,"Yes, Minister",Grand Design,
1:30am,Rocky & Bullwinkle,Episode 99,
2:00am,Stickin Around,Battle Of The Band / Scarlett Pimple,
2:30am,Rugrats,Chuckie's Bachelor Pad / Junior Prom,
3:00am,Mobile Suit Gundam Wing,Passing Destinies,
3:30am,Batman: The Animated Series,Fear Of Victory,
4:00am,Jackie Chan Adventures,King And Jade,
4:30am,Uh Oh!,Episode 201,
5:00am,Monster Rancher,Jill's Icy Secret,
5:30am,Pokémon,So Near Yet So Far,
6:00am,Adventures Of Dudley The Dragon,Dudley And The Genie,
6:30am,Rupert,Rupert & The Whiz Watcher,
7:00am,Monster By Mistake,Campsite Creeper,
7:30am,Mona The Vampire,Book Of Slimy / Sam & Ella,
8:00am,Sailor Moon,An Animated Mess,
8:30am,Little Bear,Episode 48,
9:00am,Rupert,Rupert Growler,
9:30am,Babar,School Days,
10:00am,Seven Little Monsters,It's A Wonderful Life,
10:30am,Country Mouse & The City Mouse Adventures,Mousecovites,
11:00am,Monster By Mistake,Back In Time,
11:30am,Uh Oh!,Episode 202,
12:00pm,Rugrats,Silent Angelica / Tie My Shoes,
12:30pm,Seven Little Monsters,A Monster's Best Friend,
1:00pm,Angelina Ballerina,Legend Of Big Paw / Cheeseball Cup Finals,
1:30pm,Little Bear,Episode 39,
2:00pm,Babar,Never Cry Alien!,
2:30pm,Rupert,Rupert And The Leprechaun,
3:00pm,Sailor Moon,An Animated Mess,
3:30pm,Monster Rancher,Tears,
4:00pm,Medabots,Swede or Sour,
4:30pm,Hey Arnold!,The Big Scoop / Harold's Kitty,
5:00pm,The Powerpuff Girls,Mo Job / Pet Feud,
5:30pm,Men in Black: The Series,The I Want My Mummy Syndrome,
6:00pm,Jackie Chan Adventures,The New Atlantis,
6:30pm,Yu-Gi-Oh!,The Dueling Monkeys,
7:00pm,As Told By Ginger,Stealing First,
7:30pm,Two of a Kind,You've Got A Friend,
8:00pm,Dragon Ball Z,Games Begin,
8:30pm,Losers Fight First,,
9:00pm,Thunderbirds,Cry Wolf Part 2,
9:30pm,The Zack Files,Things To Do,
10:00pm,Radio Active,TV Active,
10:30pm,Breaker High,Kenya Dig It,
11:00pm,Student Bodies,Tutor's Pet,
11:30pm,My Family,The Serpent's Tooth,
