Time,Show,Episode,Image
12:10am,Are You Being Served?,Front Page Story,""
12:46am,Keeping Up Appearances,Episode 11,""
1:26am,My Family,Imperfect Strangers,""
2:03am,2point4 Children,Dog Day Afternoon,""
2:40am,Radio Active,Operation Fraudcast,""
3:08am,Big Wolf On Campus,Pilot,""
3:37am,Medabots,A Date With Destiny,""
4:00am,Dragon Ball Z,A Whole New Gohan,""
4:30am,Sailor Moon,Final Battle,""
5:00am,Pokémon,Match of The Exeggutor,""
5:30am,Pokémon: The Johto Journeys,A Goldenrod Opportunity,""
6:00am,Mona The Vampire,The Ninja's / Hal T,""
6:30am,Monster By Mistake,Pizza Day,""
7:00am,Sailor Moon,Follow The Leader,""
7:30am,Hamtaro,"Hamtaro, Super Sleuth!",""
8:00am,Rugrats,Grandpa's Bad Bug / Lady luck,""
8:30am,Uh Oh!,Episode 207,""
9:00am,Little Bear,Duck Loses Her Quack/Feathers in a Bunch/Detective Little Bear,""
9:30am,Babar,School Days,""
10:00am,Rupert,Rupert & The Hedgehog,""
10:30am,Dumb Bunnies,Camp Uppity,""
11:00am,George & Martha,The Garden / Split Pea Soup,""
11:30am,Stickin' Around,The Great Outside / Treasure,""
12:00pm,Rugrats,Grandpa's Bad Bug / Lady luck,""
12:30pm,Hamtaro,"Hamtaro, Super Sleuth!",""
1:00pm,Monster By Mistake,Cops And Monsters,""
1:30pm,Country Mouse & The City Mouse Adventures,Bicycle Mice,""
2:00pm,Mona The Vampire,The Ninja's / Hal T,""
2:30pm,Sailor Moon,Follow The Leader,""
3:00pm,Medabots,Calm Before The Storm,""
3:30pm,Pokémon,The Screen Actor's Guilt,""
4:00pm,Rocket Power,Back Bowl / Game Day,""
4:30pm,Jackie Chan Adventures,The Stronger Evil,""
5:00pm,Dexter's Laboratory,Dee Deemensional / Magnanamus,""
5:30pm,Beyblade,Art Attack,""
6:00pm,SpongeBob SquarePants,Jelly Fishing / Plankton,""
6:30pm,The Haunted Pumpkin of Sleepy Hollow,""
7:00pm
7:30pm,Mystery Hunters,Aurora Borealis / Vampires,""
8:00pm,Scary But True,City Dare 13 Curves,""
8:30pm,Nightmare Room,The Howler,""
9:00pm,Scariest Places On Earth,Episode 9,""
9:30pm
10:00pm,The New Addams Family,The Addam's Policy,""
10:30pm,Freaky Stories,No Rhyme Or Reason,""
11:00pm,My Family,The Second Greatest Story Ever Told,""
11:30pm,2point4children,Vertigo,""
