Time,Show,Episode,Image
12:00am,"","",""
12:30am,"","",""
1:00am,"","",""
1:30am,"","",""
2:00am,"","",""
2:30am,"","",""
3:00am,"","",""
3:30am,"","",""
4:00am,"","",""
4:30am,"","",""
5:00am,"","",""
5:30am,"","",""
6:00am,Al Oeming: Man of the North,"",""
6:30am,In The South Seas,"",""
7:00am,The Lone Ranger,"",""
7:30am,He-Man & The Masters Of The Universe,"",""
8:00am,Blackstar,"",""
8:30am,Captain Marvel (Shazam!),"",""
9:00am,George,"",""
9:30am,TO BE ANNOUNCED,"",""
10:00am,TO BE ANNOUNCED,"",""
10:30am,Mr. Microchip,"",""
11:00am,Yes You Can,"",""
11:30am,Children of the World,"",""
12:00pm,Lost Kingdoms,"",""
12:30pm,Showstopper,"",""
1:00pm
1:30pm,Story Theatre,"",""
2:00pm,Frontier Doctor,"",""
2:30pm,Story of the Century,"",""
3:00pm,The Third Man,"",""
3:30pm,Monsters and Other Scary Things,"",""
4:00pm,Biography Theatre,""
4:30pm
5:00pm
5:30pm
6:00pm,UFO Kidnapped (1984),""
6:30pm
7:00pm,Movie,""
7:30pm
8:00pm
8:30pm
9:00pm,Smith & Smith,"",""
9:30pm,Home and Away,"",""
10:00pm,Hide & Seek,"",""
10:30pm
11:00pm,Chabot Solo (Part 2 of 3),""
11:30pm
