Time,Show,Episode
12:00am,Danger Force,Radioactive Cat
12:30am,Miles Has Visions,
1:00am,SpongeBob SquarePants,Swamp Mates / One Trick Sponge
1:30am,The Krusty Bucket / Squid's on a Bus,
2:00am,Uncle Buck (1989),
2:30am,,
3:00am,,
3:30am,,
4:00am,Kid Food Nation in Partnership with PC Childen’s Charity,Eating Fungus Can Be Fun!
4:15am,Aromatics,
4:30am,Fats,
4:45am,Fishing,
5:00am,SpongeBob SquarePants,Sandy's Nutty Nieces / Insecurity Guards
5:30am,Broken Alarm / Karen's Baby,
6:00am,Wayside,The Rat Truth / Free Stewy
6:30am,Scaredy Squirrel,Water Damage / Life Saver
7:00am,Cloudy with a Chance of Meatballs: The Series,Fizzy Fish / FLUBER
7:30am,SpongeBob SquarePants,Shell Games / Senior Discount
8:00am,Mind the Gap / Dirty Bubble Returns,
8:30am,The Loud House,On Thin Ice / Room and Hoard
9:00am,Best & Bester,Bad Eggs / Out of Bounds
9:30am,Scaredy Squirrel,Water Damage / Life Saver
10:00am,Ollie's Pack,Chancy Rancy / The Monsters V. Ollie Allen
10:30am,Super Wish,Legend of Cake-Bun Bottoms
11:00am,Cloudy with a Chance of Meatballs: The Series,Fizzy Fish / FLUBER
11:30am,The Loud House,A Star is Scorned / Senior Moment
12:00pm,SpongeBob SquarePants,Biddy Sitting / Jolly Lodgers
12:30pm,SpongeBob in Randomland / SpongeBob's Bad Habit,
1:00pm,Best & Bester,Bad Eggs / Out of Bounds
1:30pm,Scaredy Squirrel,Water Damage / Life Saver
2:00pm,Ollie's Pack,Chancy Rancy / The Monsters V. Ollie Allen
2:30pm,Super Wish,Legend of Cake-Bun Bottoms
3:00pm,SpongeBob SquarePants,Shell Games / Senior Discount
3:30pm,Mind the Gap / Dirty Bubble Returns,
4:00pm,The Loud House,On Thin Ice / Room and Hoard
4:30pm,A Star is Scorned / Senior Moment,
5:00pm,SpongeBob SquarePants,Biddy Sitting / Jolly Lodgers
5:30pm,SpongeBob in Randomland / SpongeBob's Bad Habit,
6:00pm,Bruno & Boots: The Wizzle War (2017),
6:30pm,,
7:00pm,,
7:30pm,,
8:00pm,Popularity Papers,Balm Squad
8:30pm,Friends in Junior High Places,
9:00pm,Bruno & Boots: The Wizzle War (2017),
9:30pm,,
10:00pm,,
10:30pm,,
11:00pm,Pick a Puppy,Little Rascals
11:30pm,Water Ready,
