Time,Show,Episode,Image
12:00am,Danger Force,Bilsky's Billions,""
12:30am,Jack the Clipper,""
1:00am,The Next Step,The Movie In My Mind,""
1:30am,Braceface,Funny Business,""
2:00am,Daylight Savings Time
2:30am
3:00am,The Next Step,Tomorrow,""
3:30am,Braceface,Busted,""
4:00am,Junior Chef Showdown,Let's Get Saucy,""
4:30am
5:00am,SpongeBob SquarePants,Mermaid Man and Barnacle Boy IV / Doing Time,""
5:30am,As Seen on TV / Can You Spare a Dime,""
6:00am,Cloudy with a Chance of Meatballs: The Series,Live and Let Diary / Rainbow Tim,""
6:30am,Scaredy Squirrel,Nothing But the Tooth / From Rodent with Love,""
7:00am,The Loud House,Party Fowl / Sleepless in Royal Woods,""
7:30am,Friended! with the Casagrandes,""
8:00am,SpongeBob SquarePants,No Weenies Allowed / Squilliam Returns,""
8:30am,Krab Borg / Rock-A-Bye Bivalve,""
9:00am,Wet Painters / Krusty Krab Training Video,""
9:30am,SpongeBob's House Party,""
10:00am,The Boss Baby (2017),""
10:30am
11:00am
11:30am
12:00pm,Sing (2016),""
12:30pm
1:00pm
1:30pm
2:00pm
2:30pm,Barbie: It Takes Two,Team No Screens,""
3:00pm,SpongeBob SquarePants,Krab Borg / Rock-A-Bye Bivalve,""
3:30pm,Popularity Papers,The Athenian Candidate,""
4:00pm,The Boss Baby (2017),""
4:30pm
5:00pm
5:30pm
6:00pm,Sing (2016),""
6:30pm
7:00pm
7:30pm
8:00pm
8:30pm,The Croods: A New Age (2020),""
9:00pm
9:30pm
10:00pm
10:30pm,Popularity Papers,The Athenian Candidate,""
11:00pm,The Next Step,You Can't Stop the Beat,""
11:30pm,One Song Glory,""
