Time,Show,Episode,Image
12:00am,Danger Force,New School Who Dis?,""
12:30am,Class Action Heroes,""
1:00am,SpongeBob SquarePants,Ma and Pa's Big Hurrah / Yellow Pavement,""
1:30am,The Flower Plot / SpongeBob on Parade,""
2:00am,Punky Brewster,Making Room For Izzy,""
2:30am,80's Block Party,""
3:00am,Braceface,Grey Matters,""
3:30am,Triangles,""
4:00am,Top Chef: Family Style,Look and Siwa I Did!,""
4:30am
5:00am,SpongeBob SquarePants,"Delivery to Monster Island / Ride, Patrick, Ride",""
5:30am,Hot Crossed Nuts / Sir Urchin and Snail Fail,""
6:00am,Wayside,Myron Vs. Normy / Age Of Aquarium,""
6:30am,Scaredy Squirrel,Arachnofriendly / 28 Daves Later,""
7:00am,Cloudy with a Chance of Meatballs: The Series,Ratbirds and Cheesyworms / Junk in the Trunk,""
7:30am,SpongeBob SquarePants,Friendiversary / Mandatory Music,""
8:00am,Dopey Dick / Plankton and the Beanstalk,""
8:30am,The Loud House,"Dine and Bash / Sofa, So Good",""
9:00am,Best & Bester,One Better Day,""
9:25am,Scaredy Squirrel,Arachnofriendly / 28 Daves Later,""
9:50am,Ollie's Pack,New Kid on Campus / The Chosen Ones,""
10:15am,Super Wish,The Big 1-0 / Enter the Hee-Roar,""
10:40am,The 3 Amigonauts,May the 4th Amigonaut Be With You / Top Cop Flop,""
11:05am,Cloudy with a Chance of Meatballs: The Series,Ratbirds and Cheesyworms / Junk in the Trunk,""
11:30am,The Loud House,The Last Laugh / Driver’s Dread,""
12:00pm,SpongeBob SquarePants,My Friend Patty / FUN-Believable,""
12:30pm,Spatula of the Heavens / Gary's Playhouse,""
1:00pm,Best & Bester,One Better Day,""
1:25pm,Scaredy Squirrel,Arachnofriendly / 28 Daves Later,""
1:50pm,Ollie's Pack,New Kid on Campus / The Chosen Ones,""
2:15pm,Super Wish,The Big 1-0 / Enter the Hee-Roar,""
2:45pm,Best & Bester,Wood You?,""
3:00pm,SpongeBob SquarePants,Friendiversary / Mandatory Music,""
3:30pm,Dopey Dick / Plankton and the Beanstalk,""
4:00pm,The Loud House,"Dine and Bash / Sofa, So Good",""
4:30pm,The Last Laugh / Driver’s Dread,""
5:00pm,SpongeBob SquarePants,My Friend Patty / FUN-Believable,""
5:30pm,Spatula of the Heavens / Gary's Playhouse,""
6:00pm,Danger Force,Bose’s Birthday Party,""
6:30pm,The Force Returns (Part 1),""
7:00pm,Journey 2: The Mysterious Island (2012),""
7:30pm
8:00pm
8:30pm
9:00pm,Danger Force,Bose’s Birthday Party,""
9:30pm,The Force Returns (Part 1),""
10:00pm,Make It Pop,Mr. Chang,""
10:30pm,Fashion Truck,""
11:00pm,Max & Shred,The Tail Grab Reality Run,""
11:30pm,Stanley Dynamic,The Stanley Swap,""
