Time,Show,Episode,Image
12:00am,Danger Force,The Force Returns (Part 1),""
12:30am,The Force Returns (Part 2),""
1:00am,SpongeBob SquarePants,Boss for a Day / The Goofy Newbie,""
1:30am,The Ghost of Plankton / My Two Krabses,""
2:00am,Punky Brewster,Two First Dates,""
2:30am,Put A Ring On It,""
3:00am,Braceface,The Divorce Thing,""
3:30am,Take That,""
4:00am,Junior Chef Showdown,This Bread Will Make You Challah,""
4:30am
5:00am,SpongeBob SquarePants,"Knock Knock, Who’s There? / Pat Hearts Squid",""
5:30am,Lighthouse Louie / Hiccup Plague,""
6:00am,Cloudy with a Chance of Meatballs: The Series,An Alluring Promise / Brent Bro,""
6:30am,Scaredy Squirrel,Paddle Dogs / Looking For Richard,""
7:00am,The Loud House,Road Trip: Screen Queen / Hide and Sneak,""
7:30am,Out of Step / Too Cool for School,""
8:00am,SpongeBob SquarePants,A Cabin in the Kelp / The Hankering,""
8:30am,Who R Zoo? / The Kwarantined Krab,""
9:00am,Plankton's Intern / Patrick’s Tantrum,""
9:30am,Bubble Bass's Tab / Kooky Cooks,""
10:00am,The Croods (2013),""
10:30am
11:00am
11:30am
12:00pm,The Croods: A New Age (2020),""
12:30pm
1:00pm
1:30pm
2:00pm,Barbie: It Takes Two,The Great Outdoors (Part 2),""
2:30pm,SpongeBob SquarePants,A Cabin in the Kelp / The Hankering,""
3:00pm,Who R Zoo? / The Kwarantined Krab,""
3:30pm,Popularity Papers,Trendship Never Ends,""
4:00pm,The Croods: A New Age (2020),""
4:30pm
5:00pm
5:30pm
6:00pm,The Croods (2013),""
6:30pm
7:00pm
7:30pm
8:00pm,The Croods: A New Age (2020),""
8:30pm
9:00pm
9:30pm
10:00pm,The Hardy Boys,While the Clock Ticked,""
10:30pm
11:00pm,The Next Step,Perfect for You,""
11:30pm,My Philosophy,""
