Time,Show,Episode,Image
12:00am,Danger Force,Ray Goes Cray,""
12:30am,Say My Name,""
1:00am,SpongeBob SquarePants,Captain Pipsqueak / Plane to Sea,""
1:30am,Abandon Twits / Wallhalla,""
2:00am,The Next Step,Climbing Uphill,""
2:30am,Worse Things,""
3:00am,Braceface,The Loooong Weekend,""
3:30am,Act Your Age,""
4:00am,Junior Chef Showdown,The Big Cheese,""
4:30am
5:00am,SpongeBob SquarePants,Salty Sponge / Karen for Spot,""
5:30am,BassWard / Squidiot Box,""
6:00am,Cloudy with a Chance of Meatballs: The Series,Millionaire Monkey / Baby Brent Sitter,""
6:30am,Scaredy Squirrel,New Dave / Empty Nestor Syndrome,""
7:00am,The Loud House,Love Birds / Rocket Men,""
7:30am,A Grave Mistake / Leader of the Rack,""
8:00am,SpongeBob SquarePants,Ma and Pa's Big Hurrah / Yellow Pavement,""
8:30am,The Flower Plot / SpongeBob on Parade,""
9:00am,Delivery to Monster Island / Ride Patrick Ride,""
9:30am,Hot Crossed Nuts / Sir Urchin and Snail Fail,""
10:00am,The Smurfs 2 (2013),""
10:30am
11:00am
11:30am
12:00pm,Captain Underpants: The First Epic Movie (2017),""
12:30pm
1:00pm
1:30pm
2:00pm,Barbie: It Takes Two,Buddy's Is Booming,""
2:30pm,SpongeBob SquarePants,Delivery to Monster Island / Ride Patrick Ride,""
3:00pm,Hot Crossed Nuts / Sir Urchin and Snail Fail,""
3:30pm,Popularity Papers,We Gonna Party Like It's Your Earth Day,""
4:00pm,Captain Underpants: The First Epic Movie (2017),""
4:30pm
5:00pm
5:30pm
6:00pm,Steven Universe: The Movie (2019),""
6:30pm
7:00pm
7:30pm
8:00pm,Steven Universe: The Movie (2019),""
8:30pm
9:00pm
9:30pm
10:00pm,The Hardy Boys,A Wild Ride,""
10:30pm
11:00pm,The Next Step,Any Dream Will Do,""
11:30pm,Maybe This Time,""
