Time,Show,Episode,Youtube Video ID
12:00am,Danger Force,Miles Sells His Soul,
12:30am,SwellMelonFest,,
1:00am,SpongeBob SquarePants,Squid Noir / ScavengerPants,
1:30am,Cuddle E. Hugs / Pat the Horse,,
2:00am,Make It Pop,Really? It's Over?,
2:30am,Pick a Puppy,Big Breeds Big Decision,
3:00am,Danger Force,Miles Sells His Soul,
3:30am,SwellMelonFest,,
4:00am,TrollsTopia,The Not So Good Sport / Bygone Bergen,
4:30am,Stop the Presses / R&B Are on It,,
5:00am,SpongeBob SquarePants,Chatterbox Gary / Don't Feed the Clowns,
5:30am,Drive Happy / Old Man Patrick,,
6:00am,Wayside,Kidswatter: The Movie / Safety Monitor,
6:28am,Piñata Smashlings Shorts,The Thingamajg,
6:30am,Best & Bester,In the Sky / Best Buddies,
7:00am,Cloudy with a Chance of Meatballs: The Series,Spacy Race / Tim and Jim,
7:28am,Piñata Smashlings Shorts,The Thingamajg,
7:30am,SpongeBob SquarePants,Fun-Sized Friends / Grandmum's the Word,
8:00am,Doodle Dimension / Moving Bubble Bass,,
8:30am,The Loud House,"Bye, Tanya / What Lies Beneath",
8:58am,Piñata Smashlings Shorts,The Thingamajg,
9:00am,Scaredy Squirrel,Neat Wits / Mall Rats,
9:25am,Ollie's Pack,Back to the Pack,
9:50am,Super Wish,Legend of Cake-Bun Bottoms,
10:15am,The 3 Amigonauts,Beach Bummer / Leading to Trouble,
10:40am,Cloudy with a Chance of Meatballs: The Series,Spacy Race / Tim and Jim,
11:05am,Wayside,My Partner Gets All the Credit / Daring Love,
11:30am,Best & Bester,In the Sky / Best Buddies,
12:00pm,Scaredy Squirrel,Neat Wits / Mall Rats,
12:30pm,Ollie's Pack,Back to the Pack,
1:00pm,Super Wish,Legend of Cake-Bun Bottoms,
1:25pm,The 3 Amigonauts,Beach Bummer / Leading to Trouble,
1:50pm,Cloudy with a Chance of Meatballs: The Series,Spacy Race / Tim and Jim,
2:15pm,Wayside,My Partner Gets All the Credit / Daring Love,
2:40pm,Piñata Smashlings Shorts,The Smash-a-Pult,
2:43pm,Musical Short - Halloween,,
2:45pm,Best & Bester,Beast & Beaster,
3:00pm,SpongeBob SquarePants,High Sea Diving / Bottle Burglars,
3:30pm,My Leg! / Ink Lemonade,,
4:00pm,The Loud House,An Inspector Falls / One in a Million,
4:30pm,"Bye, Tanya / What Lies Beneath",,
5:00pm,SpongeBob SquarePants,Fun-Sized Friends / Grandmum's the Word,
5:30pm,Doodle Dimension / Moving Bubble Bass,,
6:00pm,Bee Movie (2007),,
6:30pm,,,
7:00pm,,,
7:30pm,,,
8:00pm,Tyler Perry's Young Dylan,"Mo Viral, Mo Problems",
8:30pm,Rhyme It and They Will Come,,
9:00pm,Bee Movie (2007),,
9:30pm,,,
10:00pm,,,
10:30pm,,,
11:00pm,Make It Pop,Rumors and Roommates,
11:30pm,Pick a Puppy,Heartfelt Rescue,
