Time,Show,Episode,Image
12:00am,Danger Force,A Cyborg Among Us,""
12:30am,A Henry Among Us,""
1:00am,SpongeBob SquarePants,Patnocchio / ChefBob,""
1:30am,Plankton Paranoia / Library Cards,""
2:00am,Grizzly Falls (1999),""
2:30am
3:00am
3:30am
4:00am,6Teen,Employee of the Month,""
4:30am,Idol Time At The Mall,""
5:00am,SpongeBob SquarePants,Call the Cops! / Surf N' Turf,""
5:30am,Appointment TV / Karen's Virus,""
6:00am,Wayside,Le Race / Imperfect Attendance,""
6:30am,Scaredy Squirrel,New Dave / Empty Nestor Syndrome,""
7:00am,Cloudy with a Chance of Meatballs: The Series,"Monkey Me, Monkey You / Best Invention Ever",""
7:30am,SpongeBob SquarePants,The Grill is Gone / The Night Patty,""
8:00am,Bubbletown / Girls' Night Out,""
8:30am,The Loud House,Zach Attack / Flying Solo,""
9:00am,Barbie: It Takes Two,Cut it Out,""
9:25am,TrollsTopia,Hair Fracture / Palentine's Day,""
9:50am,The Croods: Family Tree,What Goes Eeep Must Come Down,""
10:15am,The Mighty Ones,Bumbleberry / Leaf Lyfe,""
10:40am,Jurassic World: Camp Cretaceous,Things Fall Apart,""
11:05am,Cloudy with a Chance of Meatballs: The Series,"Monkey Me, Monkey You / Best Invention Ever",""
11:30am,The Loud House,"Hurl, Interrupted / Diamonds are for Never",""
12:00pm,SpongeBob SquarePants,Squirrel Jelly / The String,""
12:30pm,FarmerBob / Gary & Spot,""
1:00pm,Best & Bester,Stuck Inside / Long Overdue,""
1:25pm,Scaredy Squirrel,New Dave / Empty Nestor Syndrome,""
1:50pm,Ollie's Pack,Sour Power / Birthday Shmirthday: A Cleo Badette Documentary,""
2:15pm,Super Wish,Mega Mini Mayhem / Wrap it Up,""
2:45pm,Best & Bester,Power Plant,""
3:00pm,Jurassic World: Camp Cretaceous,The Last Stand,""
3:30pm,Transformers: EarthSpark,Moo-ving In,""
4:00pm,The Loud House,Zach Attack / Flying Solo,""
4:30pm,"Hurl, Interrupted / Diamonds are for Never",""
5:00pm,SpongeBob SquarePants,Squirrel Jelly / The String,""
5:30pm,FarmerBob / Gary & Spot,""
6:00pm,The Secret Life of Pets (2016),""
6:30pm
7:00pm
7:30pm
8:00pm,SpongeBob SquarePants,The Nitwitting / The Ballad of Filthy Muck,""
8:30pm,The Krusty Slammer / Pineapple RV,""
9:00pm,The Secret Life of Pets (2016),""
9:30pm
10:00pm
10:30pm
11:00pm,Max & Shred,The Goofy Tamedog Air,""
11:30pm,Stanley Dynamic,The Stanley Wild Weekend,""
