Time,Show,Episode,Youtube Video ID
12:00am,Danger Force,Manlee Man,
12:30am,Drive Hard,,
1:00am,SpongeBob SquarePants,Who R Zoo? / The Kwarantined Krab,
1:30am,Plankton's Intern / Patrick's Tantrum,,
2:00am,The Next Step,Never Had A Friend Like Me,
2:30am,Perfect for You,,
3:00am,Braceface,When in Elkford,
3:30am,Up In Smoke,,
4:00am,Junior Chef Showdown,Great Eggspectations,
4:30am,,,
5:00am,SpongeBob SquarePants,Bubble Bass's Tab / Kooky Cooks,
5:30am,Escape from Beneath Glove World,,
6:00am,Cloudy with a Chance of Meatballs: The Series,Sardinasaurus / Flint v. Flint,
6:30am,Scaredy Squirrel,The Coast is Fear / The Madness of King Nut Bar,
7:00am,The Loud House,Road Trip: From Brad to Worse / Road Trip: Doll Day Afternoon,
7:30am,Road Trip: Screen Queen / Road Trip: Hide and Sneak,,
8:00am,SpongeBob SquarePants,Krusty Koncessionaires / Dream Hoppers,
8:30am,A Place for Pets / Lockdown for Love,,
9:00am,Squidward's Sick Daze / Under the Small Top,,
9:30am,Goofy Scoopers / Pat the Dog,,
10:00am,The LEGO Movie (2014),,
10:30am,,,
11:00am,,,
11:30am,,,
12:00pm,The LEGO Batman Movie (2017),,
12:30pm,,,
1:00pm,,,
1:30pm,,,
2:00pm,,,
2:30pm,Barbie: It Takes Two,Cupid Stuffle,
3:00pm,SpongeBob SquarePants,A Place for Pets / Lockdown for Love,
3:30pm,Popularity Papers,Pain in the Bat Mitzvah,
4:00pm,The LEGO Movie (2014),,
4:30pm,,,
5:00pm,,,
5:30pm,,,
6:00pm,The LEGO Batman Movie (2017),,
6:30pm,,,
7:00pm,,,
7:30pm,,,
8:00pm,,,
8:30pm,The LEGO Batman Movie (2017),,
9:00pm,,,
9:30pm,,,
10:00pm,,,
10:30pm,,,
11:00pm,The Next Step,My Philosophy,
11:30pm,When I Grow Up,,
