Time,Show,Episode
12:00am,Danger Force,Family Lies
12:30am,Earth to Bose,
1:00am,SpongeBob SquarePants,Swamp Mates / One Trick Sponge
1:30am,The Krusty Bucket / Squid's on a Bus,
2:00am,Make It Pop,Spring Fling
2:30am,Pick a Puppy,Snuggles
3:00am,Danger Force,Family Lies
3:30am,Earth to Bose,
4:00am,Jurassic World: Camp Cretaceous,The Watering Hole
4:30am,Salvation,
5:00am,SpongeBob SquarePants,Sandy's Nutty Nieces / Insecurity Guards
5:30am,Broken Alarm / Karen's Baby,
6:00am,Wayside,Todd Falls in Love / French Fried
6:28am,Piñata Smashlings Shorts,Meet the Characters
6:30am,Best & Bester,Best Fwends / The Trivialist Pursuit
7:00am,Cloudy with a Chance of Meatballs: The Series,"The Kid's Got Moxy / The New, New Girl"
7:28am,Piñata Smashlings Shorts,Meet the Characters
7:30am,Scaredy Squirrel,Coast Is Fear / Madness of King Nutbar
8:00am,The Loud House,Cat-astrophe / Prize Fighter
8:30am,"Lights, Camera, Nuclear Reaction / Food Courting",
8:58am,Piñata Smashlings Shorts,Meet the Characters
9:00am,SpongeBob SquarePants,Shell Games / Senior Discount
9:30am,Mind the Gap / Dirty Bubble Returns,
10:00am,Megamind Rules!,Of Mice That Are Men
10:30am,Rock Paper Scissors,The Susan / Eyebrows
11:00am,The Loud House,Only Mime Will Tell / The Winning Spirit
11:30am,Big Nate,The Curse of the Applewhites
12:00pm,The Smurfs (2011),
12:30pm,,
1:00pm,,
1:25pm,,
2:00pm,Megamind Rules!,Of Mice That Are Men
2:30pm,Rock Paper Scissors,The Susan / Eyebrows
3:00pm,SpongeBob SquarePants,Mind the Gap / Dirty Bubble Returns
3:30pm,The Patrick Star Show,The Commode Episode / Tying the Klop-Knot
4:00pm,Pixies (2015),
4:30pm,,
5:00pm,,
5:30pm,,
6:00pm,The Thundermans Return (2024),
6:30pm,,
7:00pm,,
7:30pm,,
8:00pm,The Thundermans Return (2024),
8:30pm,,
9:00pm,,
9:30pm,,
10:00pm,The Hardy Boys,The Spider's Net
10:30pm,,
11:00pm,The Next Step,An Internationals Twist
11:30pm,Bridge the Gap,
