Time,Show,Episode,Youtube Video ID
12:00am,Danger Force,Chapa's Crush,
12:30am,Quaran-kini,,
1:00am,SpongeBob SquarePants,The Algae's Always Greener / Spongeguard on Duty,
1:30am,Club SpongeBob / My Pretty Seahorse,,
2:00am,Make It Pop,Rumors and Roommates,
2:30am,Pick a Puppy,Action Jackson,
3:00am,Danger Force,Chapa's Crush,
3:30am,Quaran-kini,,
4:00am,TrollsTopia,Potluck Poppy / Blaze and the Blazing Blazes,
4:30am,Clash of the Battle Piñatas / R&B in R&D,,
5:00am,SpongeBob SquarePants,Just One Bite / The Bully,
5:30am,Nasty Patty / Idiot Box,,
6:00am,Wayside,"Meet the Pets / Oh, Great Leader",
6:30am,Best & Bester,Get the Hump / Sing for Your Supper,
7:00am,Cloudy with a Chance of Meatballs: The Series,Brentonium / Penguipocalypse,
7:30am,SpongeBob SquarePants,Mermaid Man and Barnacle Boy IV / Doing Time,
8:00am,As Seen on TV / Can You Spare a Dime,,
8:30am,The Loud House,Power Play With the Casagrandes / Room for Improvement With the Casagrandes,
9:00am,Scaredy Squirrel,Fist Full of Quarters / Pranks for Nothing,
9:25am,Ollie's Pack,New Kid on Campus / The Chosen One(s),
9:50am,Super Wish,Pinata Trouble / Abracadabra,
10:15am,The 3 Amigonauts,Amigobraves / Hamburger Helper,
10:40am,Cloudy with a Chance of Meatballs: The Series,Brentonium / Penguipocalypse,
11:05am,Wayside,"Meet the Pets / Oh, Great Leader",
11:30am,Best & Bester,Get the Hump / Sing for Your Supper,
12:00pm,Scaredy Squirrel,Fist Full of Quarters / Pranks for Nothing,
12:30pm,Ollie's Pack,New Kid on Campus / The Chosen One(s),
1:00pm,Super Wish,Pinata Trouble / Abracadabra,
1:25pm,The 3 Amigonauts,Amigobraves / Hamburger Helper,
1:50pm,Cloudy with a Chance of Meatballs: The Series,Brentonium / Penguipocalypse,
2:15pm,Wayside,"Meet the Pets / Oh, Great Leader",
2:40pm,Piñata Smashlings Shorts,The Smash-a-Pult,
2:43pm,Musical Short - Halloween,,
2:45pm,Best & Bester,Disaster of Hole 2,
3:00pm,SpongeBob SquarePants,No Weenies Allowed / Squilliam Returns,
3:30pm,Krab Borg! / Rock-a-Bye Bivalve,,
4:00pm,The Loud House,Roll Model With the Casagrandes / No Show With the Casagrandes,
4:30pm,Power Play With the Casagrandes / Room for Improvement With the Casagrandes,,
5:00pm,SpongeBob SquarePants,Mermaid Man and Barnacle Boy IV / Doing Time,
5:30pm,As Seen on TV / Can You Spare a Dime,,
6:00pm,Over the Hedge (2006),,
6:30pm,,,
7:00pm,,,
7:30pm,,,
8:00pm,Tyler Perry's Young Dylan,Build It and They Will Flow,
8:30pm,Rhyme It and They Will Come,,
9:00pm,Over the Hedge (2006),,
9:30pm,,,
10:00pm,,,
10:30pm,,,
11:00pm,Make It Pop,Duet,
11:30pm,Pick a Puppy,Graceland,
