Time,Show,Episode,Youtube Video ID
12:00am,Danger Force,Bose's Birthday Party,
12:30am,Ray Forgives,,
1:00am,SpongeBob SquarePants,Escape From Beneath Glove World,
1:30am,Krusty Koncessionaires / Dream Hoppers,,
2:00am,The Hardy Boys,Revelation,
2:30am,,,
3:00am,Danger Force,Bose's Birthday Party,
3:30am,Ray Forgives,,
4:00am,The Next Step,Waltz Back In,
4:30am,Just Duet,,
5:00am,SpongeBob SquarePants,Krusty Koncessionaires / Dream Hoppers,
5:30am,Escape From Beneath Glove World,,
6:00am,Best & Bester,Cactus Sitting / Disaster of Hole 2,
6:28am,Piñata Smashlings Shorts,Pi - Musical Short,
6:30am,Cloudy with a Chance of Meatballs: The Series,Who You Calling Garbage? / The Ballad of Johnny Sardine,
7:00am,Scaredy Squirrel,Fist Full of Quarters / Pranks for Nothing,
7:28am,Piñata Smashlings Shorts,Pi - Musical Short,
7:30am,SpongeBob SquarePants,The Algae's Always Greener / Spongeguard on Duty,
8:00am,Single-Celled Defense / Buff for Puff,,
8:30am,The Loud House,Lori Days / In the Mick of Time,
8:58am,Piñata Smashlings Shorts,Pi - Musical Short,
9:00am,The 3 Amigonauts,Amigobraves / Hamburger Helper,
9:30am,Ollie's Pack,New Kid on Campus / The Chosen One(s),
10:00am,Best & Bester,Cactus Sitting / Disaster of Hole 2,
10:30am,Cloudy with a Chance of Meatballs: The Series,Who You Calling Garbage? / The Ballad of Johnny Sardine,
11:00am,Scaredy Squirrel,Fist Full of Quarters / Pranks for Nothing,
11:30am,The 3 Amigonauts,Amigobraves / Hamburger Helper,
12:00pm,Ollie's Pack,New Kid on Campus / The Chosen One(s),
12:30pm,The Patrick Star Show,Late for Breakfast / Bummer Jobs,
1:00pm,No Time to Spy: A Loud House Movie (2024),,
1:30pm,,,
2:00pm,,,
2:30pm,Kamp Koral: SpongeBob's Under Years,The Treasure of Kamp Koral / Camper Gary,
3:00pm,SpongeBob SquarePants,Handemonium / Breakin',
3:30pm,Single-Celled Defense / Buff for Puff,,
4:00pm,The Loud House,Present Danger / Stressed for the Part,
4:30pm,Don't Escar-go / Double Trouble,,
5:00pm,Monster High,Rule the School,
5:30pm,Rock Paper Scissors,Birthday Police / Paper's Big Lie,
6:00pm,Daddy Day Care (2003),,
6:30pm,,,
7:00pm,,,
7:30pm,,,
8:00pm,The Really Loud House,A Musical to Remember (Part 1),
8:30pm,Popularity Papers,Odds Squad,
9:00pm,Daddy Day Care (2003),,
9:30pm,,,
10:00pm,,,
10:30pm,,,
11:00pm,The Really Loud House,A Musical to Remember (Part 1),
11:30pm,Popularity Papers,Odds Squad,
