Time,Show,Episode,Youtube Video ID
12:00am,Danger Force,The Girl Who Cried Danger,
12:30am,Power Problems (Part 1),,
1:00am,SpongeBob SquarePants,Hot Crossed Nuts / Sir Urchin and Snail Fail,
1:30am,Friendiversary / Mandatory Music,,
2:00am,Undercover Grandpa (2017),,
2:30am,,,
3:00am,,,
3:30am,,,
4:00am,6teen,The Swami,
4:30am,Cecil B. Delusioned,,
5:00am,SpongeBob SquarePants,Dopey Dick / Plankton and the Beanstalk,
5:30am,My Friend Patty / FUN-Believable,,
6:00am,Wayside,Le Race / Imperfect Attendance,
6:30am,Scaredy Squirrel,It's Not Easy Being Green / The Corgin,
7:00am,Cloudy with a Chance of Meatballs,Mayor or Mayor Not / Fisherman Sam,
7:30am,SpongeBob SquarePants,Spatula of the Heavens / Gary's Playhouse,
8:00am,Swimming Fools / The Goobfather,,
8:30am,The Loud House,"Hurl, Interrupted / Diamonds are for Never",
9:00am,Barbie: It Takes Two,Cupid Stuffle,
9:30am,Trolls: TrollsTopia,Disgruntle Weeds / Extreme Sleepover Club: Spooky Edition!,
10:00am,The Croods: Family Tree,I.O. Crood,
10:30am,The Mighty Ones,The House Touchers / Transformation,
11:00am,Jurassic World: Camp Cretaceous,The Watering Hole,
11:30am,The Loud House,Rumor Has It / Training Day,
12:00pm,SpongeBob SquarePants,Squidbird / Allergy Attack,
12:30pm,"Big Top Flop / Sandy, Help Us!",,
1:00pm,Best & Bester,That's So Cupid / Buddy Odour,
1:30pm,Scaredy Squirrel,It's Not Easy Being Green / The Corgin,
2:00pm,Ollie's Pack,Ollie In The House / The Ollie Files,
2:30pm,Super Wish,Under the Rainbow / Don't Cave,
3:00pm,Jurassic World: Camp Cretaceous,The Watering Hole,
3:30pm,Transformers: EarthSpark,Decoy,
4:00pm,The Loud House,"Hurl, Interrupted / Diamonds are for Never",
4:30pm,Rumor Has It / Training Day,,
5:00pm,SpongeBob SquarePants,Squidbird / Allergy Attack,
5:30pm,"Big Top Flop / Sandy, Help Us!",,
6:00pm,Fireheart (2022),,
6:30pm,,,
7:00pm,,,
7:30pm,,,
8:00pm,SpongeBob SquarePants,The Algae's Always Greener / SpongeGuard On Duty,
8:30pm,Club Spongebob / My Pretty Sea Horse,,
9:00pm,Fireheart (2022),,
9:30pm,,,
10:00pm,,,
10:30pm,,,
11:00pm,Pick a Puppy,Best Show,
11:30pm,Snuggles,,
