Time,Show,Episode,Image
12:00am,Dead Last,Laughlin it Up,""
12:30am
12:57am,He-Man and the Masters of the Universe,Mystery of Anwat Gar,""
1:27am,Thunderbirds,"Cry Wolf, Part 2",""
2:00am,Justice League,"Fury, Part 1",""
2:28am,Samurai Jack,The First Fight,""
3:00am,X-Men: Evolution,Fun and Games,""
3:30am,Jackie Chan Adventures,A Night at the Opera,""
4:03am,Pinky and the Brain,This Old Mouse,""
4:28am,Animaniacs,The Warners' 65th Anniversary Special,""
4:59am,Superfriends,The Iron Cyclops / Palette's Perils / Colossus,""
5:28am,Digimon Frontier,The Darkness Before Dawn,""
6:00am,Mona the Vampire,Spitting Image / Fourth Dementia Funhouse,""
6:30am,Seven Little Monsters,7 Monsters & A Baby,""
7:00am,Monster By Mistake,Pizza Day,""
7:30am,Hamtaro,The Great Chicken Race,""
8:00am,Stuart Little,Adventures in Housekeeping,""
8:30am,Detention,Man With The Golden Brain,""
9:00am,Hey Arnold!,Harold and Patty / Rich Guy,""
9:30am,"The Adventures of Jimmy Neutron, Boy Genius",Krunch Time / Substitute Creature,""
10:00am,SpongeBob SquarePants,Jellyfish Hunter / Fry Cook Games,""
10:30am,The Fairly OddParents,Information Stuporhighway,""
11:00am,Dexter's Laboratory,Blackfoot and Slim/Trapped with a Vengeance/The Parrot Trap,""
11:30am,The New Woody Woodpecker Show,Episode 39,""
12:00pm,Yvon of the Yukon,Chariots of Ice,""
12:30pm,Girlstuff/Boystuff,The Lake / Klingon Someone Else,""
1:00pm,D'Myna Leagues,Sticks & Stones,""
1:30pm,Uh Oh!,Episode 208,""
2:00pm,System Crash,With Friends Like These,""
2:30pm,I Love Mummy,Mummy Meets Dracula,""
3:00pm,Radio Active,Meat Versus Potatoes,""
3:30pm,Student Bodies,Cody Presley,""
4:00pm,Hook (1991),""
4:30pm
5:00pm
5:30pm
6:00pm
6:30pm
7:00pm,Girlstuff/Boystuff,The Lake / Klingon Someone Else,""
7:30pm,Saddle Club,"Foster Horse, Part 1",""
8:00pm,YTV's Hit List,Episode 43,""
8:30pm
9:00pm,Miami 7,Wind Resistance,""
9:30pm,Girlz TV,Episode 11,""
10:00pm,Student Bodies,Cody Presley,""
10:30pm,Radio Active,Meat Versus Potatoes,""
11:00pm,I Love Mummy,Mummy Meets Dracula,""
11:30pm,System Crash,With Friends Like These,""
