Time,Show,Episode,Image
12:13am,Are You Being Served?,Forward Mr. Grainger,""
12:46am,Keeping Up Appearances,Episode 19,""
1:26am,My Family,I Second That Emulsion,""
2:04am,2point4 Children,Frenzy,""
2:39am,Radio Active,Disc-Junkey,""
3:10am,Big Wolf On Campus,The Girl Who Spied Wolf,""
3:37am,Medabots,Something About Miss Mimosa,""
4:00am,Dragon Ball Z,Pay To Win,""
4:30am,Sailor Moon,Clothes Call,""
5:00am,Pokémon,Snack Attack,""
5:30am,Yu-Gi-Oh,Light At The End Of The Tunnel,""
6:00am,Mona The Vampire,The Baby Charmer / Monster Trash,""
6:30am,Seven Little Monsters,The Plooky,""
7:00am,Sailor Moon,Double Trouble,""
7:30am,Hamtaro,The Slipper Chase,""
8:00am,Rugrats,Bad Shoes / Wash Story,""
8:30am,Uh Oh!,Episode 167,""
9:00am,Little Bear,Episode 38,""
9:30am,Babar,Mango Madness,""
10:00am,Rupert,Rupert & Ping Pong,""
10:30am,Anatole,High Fliers,""
11:00am,Seven Little Monsters,Good Morning,""
11:30am,Stickin' Around,Disappearing Act / And The Wiener Is...,""
12:00pm,Sailor Moon,Molly's Folly,""
12:30pm,Hamtaro,The Slipper Chase,""
1:00pm,Ultimate Book Of Spells,Terror Of Moolana,""
1:30pm,Country Mouse & The City Mouse Adventures,Ghost Of Castle Mackenzie,""
2:00pm,Mona The Vampire,The Baby Charmer / Monster Trash,""
2:30pm,Sailor Moon,Double Trouble,""
3:00pm,Medabots,The Birds & The Metabee,""
3:30pm,Rocket Power,Rocket Repairs / Cement,""
4:00pm,Pokémon: Master Quest,Extreme Pokémon!,""
4:30pm,Jackie Chan Adventures,The Powers Unleashed,""
5:00pm,Dexter's Laboratory,Picture Day/Now That's a Stretch/Dexter Detention,""
5:30pm,Beyblade,Darkness At The End Of The Tunnel,""
6:00pm,SpongeBob SquarePants,The Secret Box / Band Geeks,""
6:30pm,The Fairly OddParents,Boys in the Band / Hex Games,""
7:00pm,Moville Mysteries,Moville Witch Project,""
7:30pm,Yu-Gi-Oh!,Through Intimidation,""
8:00pm,Dragon Ball Z,Heart Of A Villain,""
8:30pm,ReBoot,Bad Bob,""
9:00pm,The Zack Files,Talented Mr. Talizman,""
9:30pm,Radio Active,Fashion Police,""
10:00pm,Breaker High,Chile Dog,""
10:30pm,Big Wolf On Campus,Apocalypse Soon,""
11:00pm,My Family,Parisian Beauty,""
11:30pm,2point4children,You Only Live Twice,""
