Time,Show,Episode
12:00am,Dead Last,To Live and Amulet Die
12:30am,,
12:58am,He-Man and the Masters of the Universe,Lessons
1:30am,Thunderbirds,"Desperate Intruder, Part 1"
2:00am,X-Men: Evolution,The HeX Factor
2:30am,Day of Reckoning (Part I),
3:00am,Day of Reckoning (Part II),
3:30am,Jackie Chan Adventures,Invisible Mom
4:00am,Pinky & The Brain,Tokyo Grows / That Smarts
4:30am,Animaniacs,Episode 56
5:00am,Superfriends,One Small Step for Mars/Haunted House/The Incredible Crude Oil Monster
5:30am,Digimon Frontier,Swiss Family Digimon
6:00am,Mona the Vampire,X-Change Student / Red Moon
6:30am,Seven Little Monsters,A Day at the Firehouse
7:00am,Monster By Mistake,Jungeland
7:30am,Hamtaro,Watching Over Cute Penelope
8:00am,Stuart Little,"He Said, She Said"
8:30am,Detention,Capital Punishment
9:00am,Hey Arnold!,Bag of Money / Principal Simmons
9:30am,"The Adventures of Jimmy Neutron, Boy Genius",Maximum Hugh / Sleepless in Retroville
10:00am,SpongeBob SquarePants,Mermaidman and Barnacleboy III / Squirrel Jokes
10:30am,The Fairly OddParents,Hail to the Chief; Twistory
11:00am,Dexter's Laboratory,Episode 58
11:30am,The New Woody Woodpecker Show,Episode 29
12:00pm,Yvon of the Yukon,The Y Files
12:30pm,Girlstuff/Boystuff,Party of the Year / Babysitting Miss Dot
1:00pm,D'Myna Leagues,Something Stinks
1:30pm,Uh Oh!,Episode 219
2:00pm,System Crash,Crime & Punishment
2:30pm,I Love Mummy,Mummy Meets Dracula
3:00pm,Radio Active,Dead Comic's Society
3:30pm,Student Bodies,Mag's Birthday
4:00pm,Free Willy 2: The Adventure Home (1995),
4:30pm,,
5:00pm,,
5:30pm,,
6:00pm,What I Like About You,Cheerleading Incident
6:30pm,The Brothers Garcia,Mysteries of the Maya
7:00pm,Girlstuff/Boystuff,Party of the Year / Babysitting Miss Dot
7:30pm,Saddle Club,Race Against Time
8:00pm,YTV's Hit List,Episode 34
8:30pm,,
9:00pm,,
9:30pm,Girlz TV,Episode 12
10:00pm,Student Bodies,Mag's Birthday
10:30pm,Radio Active,Dead Comic Book Society
11:00pm,I Love Mummy,Mummy Meets Dracula
11:30pm,System Crash,Crime & Punishment
