Time,Show,Episode,Image
12:11am,Are You Being Served,Take Over,""
12:45am,Keeping Up Appearances,Episode 26,""
1:24am,My Family,Desperately Squeaking Susan,""
2:02am,2point4 Children,Seven Dials,""
2:39am,Radio Active,The Fund Raiser,""
3:10am,Big Wolf On Campus,Mind Over Merton,""
3:37am,Medabots,Heavy Medal,""
4:00am,Dragon Ball Z,Buu Is Hatched,""
4:30am,Sailor Moon,No Prince Charming,""
5:00am,Pokémon,"Get Along, Little Pokemon",""
5:30am,Yu-Gi-Oh!,Double Trouble Duel,""
6:00am,Mona The Vampire,All in a Day's Work / Interchange Intrigue,""
6:30am,Seven Little Monsters,All The Marbles,""
7:00am,Sailor Moon,A True Reflection,""
7:30am,Hamtaro,The Legend Of Courageous Hamtaro,""
8:00am,Rugrats,Adventure Squad/The Way More Things Work/Talk of the Town,""
8:30am,Uh Oh!,Episode 174,""
9:00am,Little Bear,Episode 46,""
9:30am,Babar,Race To The Moon,""
10:00am,Rupert,Rupert & Raggety,""
10:30am,Anatole,Wild Life,""
11:00am,Seven Little Monsters,Are You My Family,""
11:30am,Stickin' Around,Disciplinary Action / This Is A Hiccup,""
12:00pm,Sailor Moon,Grandpa's Follies,""
12:30pm,Hamtaro,The Legend Of Courageous Hamtaro,""
1:00pm,Ultimate Book Of Spells,Sleeping Beauty School,""
1:30pm,Country Mouse & The City Mouse Adventures,Ballet Mice,""
2:00pm,Mona The Vampire,All in a Day's Work / Interchange Intrigue,""
2:30pm,Sailor Moon,A True Reflection,""
3:00pm,Digimon Frontier,Mulehill Out Of A Mounttain,""
3:30pm,Zoids,Dark Giant,""
4:00pm,"The Adventures of Jimmy Neutron, Boy Genius",Maximum Hugh / Sleepless in Retroville,""
4:30pm,The Fairly OddParents,Spaced Out / Transparents,""
5:00pm,Two Of A Kind,Model Behaviour,""
5:30pm,Spongebob Squarepants,Krabby Land / The Camping Episode,""
6:00pm,Girlstuff/Boystuff,Lip Gloss Queen / Breaking Up Is Hard to Do,""
6:30pm,Breaker High,Out With The Old...,""
7:00pm,What I Like About You,The Other Woman,""
7:30pm,YTV's Hit List,Season 12 Episode 21,""
8:00pm
8:30pm
9:00pm,Mystery Hunters,Hypnosis / Pet Psychics,""
9:30pm,Goosebumps,The Cuckoo Clock Of Doom,""
10:00pm,The New Addams Family,Uncle Fester's Illness,""
10:30pm,Daring & Grace: Teen Detectives,Voracious Vampire,""
11:00pm,Vampire High,The Quivering,""
11:30pm,Big Wolf On Campus,The Sandman Cometh,""
