Time,Show,Episode,Image
12:00am,Pinky & The Brain,Das Mouse,""
12:30am,Animaniacs,Episode 14,""
1:00am,Josie & The Pussycats,The Water Planet,""
1:30am,Superfriends,The Wrath of Brainiac / Reflections in Crime,""
2:00am,Microsoft's .NET Show - Building For Enterprise,""
2:30am
3:00am,What I LIke About You,Loose Lips,""
3:30am,Big Wolf On Campus,I Dream of Becky,""
4:00am,Girlstuff/Boystuff,The Young and The Foolish / Cause and Effects,""
4:30am,Sailor Moon,Tuxedo Unmasked,""
5:00am,Pokémon: The Johto Journeys,Psychic Sidekicks!,""
5:30am,He-Man & The Masters of the Universe,Orko's Garden,""
6:00am,Mona The Vampire,Night Of The Living Scarecrow / The Robot Babysitter,""
6:30am,Monster By Mistake,Pizza Day,""
7:00am,Reboot,Infected,""
7:30am,Beyblade,London Calling,""
8:00am,Beast Machines,Fall Out,""
8:30am,Transformers Armada,Conspiracy,""
9:00am,Jackie Chan Adventures,A Night at the Opera,""
9:30am,The Mummy,Spring of Evil,""
10:00am,He-Man & The Masters of the Universe,The Island,""
10:30am,X-Men: Evolution,Spykecam,""
11:00am,Justice League,Injustice for All (Part II),""
11:30am,Samurai Jack,Jack and the Dragon,""
12:00pm,Galidor: Defenders of the Outer Dimension,Seeing is Just Seeing,""
12:30pm,Jacques Cousteau's Ocean Tales,El Nino,""
1:00pm,Video & Arcade Top Ten,Episode 20,""
1:30pm,Uh Oh!,Episode 214,""
2:00pm,Medabots,"Eat, Drink, Man, Medabot",""
2:30pm,Digimon Frontier,No Whamon,""
3:00pm,Power Stone,The Black Crystal,""
3:30pm,Zoids,The Dragon Under the Sea - In Search of the Ultimate X,""
4:00pm,The Undercover Kid (1996),""
4:30pm
5:00pm
5:30pm
6:00pm,Moville Mysteries,Don't Touch That Dial,""
6:30pm,Freaky Stories,No Rhyme or Reason,""
7:00pm,Goosebumps,The House of No Return,""
7:30pm,The New Addams Family,Cousin Itt Visits the Addams Family,""
8:00pm,Mystery Hunters,King Tut Curse,""
8:30pm,Vampire High,The Huntress,""
9:00pm,Buffy The Vampire Slayer,Never Leave Me,""
9:30pm
10:00pm,Fear,Hopkins Military Academy,""
10:30pm
11:00pm,Vampire High,That's Why The Lady...,""
11:30pm,Big Wolf On Campus,Stormy Weather,""
