Time,Show,Episode
12:00am,Dragon Ball Z,Frieza's Counterattack
12:30am,He-Man and the Masters of the Universe,The Robot Gambit
1:00am,Superfriends,Stowaways from Space/The Scaraghosta Sea/The Witch's Arcade
1:30am,Thunderbirds,"Danger At Ocean Deep, Part 1"
2:00am,Justice League,"Fury, Part 2"
2:30am,Samurai Jack,"Jack, Woolies & Mitchellites"
3:00am,X-Men: Evolution,Beast Of Bayville
3:30am,Jackie Chan Adventures,Tohru Who?
4:00am,Pinky and the Brain,Pinky and the Brain... And Larry / Where the Deer and the Mouselopes Play
4:30am,Animaniacs,"Take My Siblings, Please / The Mindy 500 / Morning Malaise"
5:00am,Superfriends,Stowaways from Space/The Scaraghosta Sea/The Witch's Arcade
5:30am,Digimon Frontier,Phantasmagoric Skakkakumon
6:00am,Uh Oh!,Episode 172
6:30am,Seven Little Monsters,Are You My Family
7:00am,Monster By Mistake,Live From Pickford
7:30am,Hamtaro,I Love My Grandpa
8:00am,Rugrats,The Fun Way Day/The Age of Aquarium
8:30am,Detention,What Did You Seance?
9:00am,Hey Arnold!,Racing Mule / Curly's Girl
9:30am,"The Adventures of Jimmy Neutron, Boy Genius",Safety First / Crime Sheen
10:00am,SpongeBob SquarePants,The Worm / Squid on Strike
10:30am,The Fairly OddParents,Ruled Out / That's Life
11:00am,Dexter's Laboratory,Dim / Just an Old Fashioned Lab Song / Repairanoid
11:30am,The New Woody Woodpecker Show,Episode 41
12:00pm,Yvon of the Yukon,Really Odd Couple
12:30pm,Girlstuff/Boystuff,The Young and The Foolish / Cause and Effects
1:00pm,D'Myna Leagues,Baseball..
1:30pm,Uh Oh!,Episode 209
2:00pm,System Crash,Supernatural
2:30pm,I Love Mummy,Enter The Mummy
3:00pm,Radio Active,"Eye To Eye, Pupil"
3:30pm,Breaker High,The Sun Ahso Rises
4:00pm,Yvon of the Yukon,Really Odd Couple
4:30pm,Girlstuff/Boystuff,The Young and The Foolish / Cause and Effects
5:00pm,Stuart Little,Skateboard Dogz
5:30pm,Charlie Brown's All Stars! (1966),
6:00pm,Rugrats in Paris: The Movie (2000),
6:30pm,,
7:00pm,,
7:30pm,,
7:45pm,Rugrats,Monster in the Garage
8:00pm,Road Scholars,Italy / Switzerland
8:30pm,Girlz TV,Episode 12
9:00pm,YTV's Hit List,Episode 44
9:30pm,,
10:00pm,I Love Mummy,Enter The Mummy
10:30pm,Timeblazers,Keys To Kingdom
11:00pm,Radio Active,"Eye To Eye, Pupil"
11:30pm,Breaker High,The Sun Ahso Rises
