Time,Show,Episode
12:03am,Are You Being Served?,A Bliss Girl
12:36am,Keeping Up Appearances,Episode 33
1:15am,My Family,Misery
1:52am,The New Addams Family,Fester's Punctured Romance
2:32am,Radio Active,"Lou Ann, The Fan"
3:04am,Big Wolf On Campus,Blame It On Haim
3:32am,Medabots,Space Medaballerina X
4:00am,Dragon Ball Z,Final Atonement
4:30am,Sailor Moon,Nightmare Garden
5:00am,Pokémon,Food Fight
5:30am,Yu-Gi-Oh,Shining Friendship
6:00am,Mona The Vampire,Terminate Her / 18 Holes
6:30am,Monster By Mistake,Gorgool's Pet
7:00am,Sailor Moon,Vaulting To Victory
7:30am,Hamtaro,Watching Over Cute Penelope
8:00am,Rugrats,Ruthless Tommy / Moose Country
8:30am,Uh Oh!,Episode 181
9:00am,Little Bear,The Dandelion Wish/The Broken Boat/Duck Takes the Cake
9:30am,Care Bears,Grumpy's Three Wishes
10:00am,Country Mouse & The City Mouse Adventures,Sherlock Mouse
10:30am,Rupert,Rupert & The Leprechauns
11:00am,Monster By Mistake,Fossel Remains
11:30am,Stickin' Around,Bar None / All Washed
12:00pm,Sailor Moon,Little Miss Manners
12:30pm,Hamtaro,Watching Over Cute Penelope
1:00pm,George Shrinks,Can We Keep Him?
1:30pm,Country Mouse & The City Mouse Adventures,Sherlock Mouse
2:00pm,Mona The Vampire,Terminate Her / 18 Holes
2:30pm,Sailor Moon,Vaulting To Victory
3:00pm,Medabots,Swede Or Sour
3:30pm,Monster Rancher,"Color Pandora, Guardian of the Forest"
4:00pm,Pokémon,Underground Round Up
4:30pm,Dexter's Laboratory,Paper Route Bout/The Old Switcharooms/Trick or Treehouse
5:00pm,Yu-Gi-Oh!,Match Of The Millenium
5:30pm,Beyblade,Live And Let Kai!
6:00pm,SpongeBob SquarePants,Snowball Effect
6:30pm,Two of a Kind,Kevin Burke's Day Off
7:00pm,I Love Mummy,Old Lady
7:30pm,Yu-Gi-Oh!,Match Of The Millennium
8:00pm,Dragon Ball Z,Evil Lives On
8:30pm,ReBoot,Between a Raccoon and a Hard Place
9:00pm,Zack Files,Groovin'
9:30pm,Radio Active,Verse Versus Reverse
10:00pm,Breaker High,Chateau L'feet J'mae
10:30pm,Big Wolf On Campus,Pleased To Eat You
11:00pm,The New Addams Family,New Neighbours Meet
11:30pm,My Family,Auto Erotica
