Time,Show,Episode,Image
12:07am,Are You Being Served?,The Hero,""
12:41am,Keeping Up Appearances,Let There Be Light,""
1:17am,My Family,The Serpent's Tooth,""
1:53am,The New Addams Family,The Addams Family Goes to School,""
2:23am,Freaky Stories,Ouija Board / Fountain of Youth,""
2:33am,Radio Active,Tanya's Psychic Connection,""
3:04am,System Crash,Broken (Slightly Cracked),""
3:33am,Dragon Ball,Grand Master Rabbit's Magic Touch,""
4:01am,Dragon Ball Z,Princess Snake's Hospitality,""
4:31am,Uh Oh!,Episode 88,""
5:00am,Pokémon,Challenge of the Samurai,""
5:28am,Yu-Gi-Oh!,"Mime Control, Part 1",""
6:00am,Uh Oh!,Episode 89,""
6:30am,Stickin' Around,"What's the Flap, Jack? / Pool Party",""
7:00am,Hamtaro,"Jingle, the Wanderer",""
7:30am,The New Woody Woodpecker Show,Niece and Quiet / Chilly Bananas / Surf Crazy,""
8:00am,Rugrats,Pedal Pusher / Music,""
8:30am,Mona the Vampire,The Miserable Phantom Dog / Jurassic Parking Lot,""
9:00am,Rupert,Rupert and the Crystal Ball,""
9:30am,Care Bears,Order on the Court / The All-Powerful Mr. Beastly,""
9:54am,Nanalan',Worm / Stretching,""
10:00am,Seven Little Monsters,Spooky,""
10:30am,Monster by Mistake,Kidnapped,""
11:00am,Stickin' Around,"Buttnocchio / Dill, Man of Letters",""
11:30am,Flying Rhino Junior High,Inverted and Unglued,""
11:52am,Nanalan',Potato Bug,""
11:56am,Chip 'n Orbit,Episode 54,""
12:00pm,SpongeBob SquarePants,The Secret Box / Band Geeks,""
12:30pm,Hamtaro,In a Pinch! A Rival Appears,""
1:00pm,Care Bears,Grams' Cooking Corner / A Care Bear's Look at Food Facts and Fables,""
1:22pm,Nanalan',Hose,""
1:30pm,George Shrinks,Down the Drain,""
2:00pm,Mona the Vampire,Ventrillo-Creeps / Limo to Loserville,""
2:23pm,Chip 'n Orbit,Episode 55,""
2:30pm,Sailor Moon,Sibling Rivalry,""
2:59pm,Hey Arnold!,Grudge Match / Polishing Rhonda,""
3:30pm,The Wild Thornberrys,Island Trade,""
4:00pm,The Powerpuff Girls,A Documentary / Girls Gone Mild,""
4:30pm,The Fairly OddParents,Action Packed / Smarty Pants,""
5:00pm,Yu-Gi-Oh!,"Mime Control, Part 2",""
5:30pm,Beyblade V-Force,Show Me the Bit-Beasts!,""
6:00pm,SpongeBob SquarePants,The Secret Box / Band Geeks,""
6:30pm,Transformers: Armada,Miracle,""
7:00pm,Yu-Gi-Oh!,The Gauntlet is Thrown,""
7:29pm,Knights of the Zodiac,Burn! Meteor Punch of Pegasus!,""
7:59pm,Dragon Ball,The Dragon Balls Are Stolen!,""
8:30pm,Dragon Ball Z,Escape from Piccolo,""
8:59pm,Spider-Man: The New Animated Series,Royal Scam,""
9:29pm,Samurai Jack,XXX: Jack and the Zombies,""
9:59pm,Inuyasha,Down the Rabbit Hole and Back Again,""
10:30pm,Yura of the Demon-Hair,""
11:00pm,ReBoot,Quick and the Fed,""
11:30pm,Medusa Bug,""
