Time,Show,Episode,Image
12:08am,Are You Being Served?,Lost and Found,""
12:40am,Keeping Up Appearances,Episode 10,""
1:20am,2point4children,Leader of the Pack,""
1:57am,The New Addams Family,Uncle Fester's Toupee,""
2:30am,Radio Active,Television Active,""
3:03am,Big Wolf On Campus,Faltered States,""
3:32am,Medabots,Fifteen Minutes of Shame,""
4:00am,Dragon Ball Z,The Reunion,""
4:30am,Sailor Moon,So You Want to be a Superstar,""
5:00am,Pokémon: The Johto Journeys,Episode 203,""
5:30am,Yu-Gi-Oh!,"A Duel with Destiny, Part 1",""
6:00am,Mona the Vampire,Cry of Swamp / Haunted House,""
6:30am,Monster By Mistake,Thin Ice,""
7:00am,Sailor Moon,Computer School Blues,""
7:30am,Hamtaro,Let's Cross the Rainbow,""
8:00am,Rugrats,Murmur on Ornery Express,""
8:30am,Uh Oh!,Episode 215,""
9:00am,Little Bear,Episode 24,""
9:30am,Care Bears,Care-a-Lot's Birthday,""
10:00am,Country Mouse and the City Mouse Adventures,Jungle Mice,""
10:30am,Rupert,Rupert and A.R.C.H.I.E,""
11:00am,Monster By Mistake,Johnny's Reunion,""
11:30am,Stickin' Around,The Mucus Touch / If It Ain't Fixed Break It,""
12:00pm,Sailor Moon,Shutter Bugged,""
12:30pm,Hamtaro,Let's Cross the Rainbow,""
1:00pm,George Shrinks,Can We Keep Him?,""
1:30pm,Legend of White Fang,Fools Gold,""
2:00pm,Mona the Vampire,Cry of Swamp / Haunted House,""
2:30pm,Sailor Moon,Computer School Blues,""
3:00pm,Medabots,Mother of all Robattles,""
3:30pm,Monster Rancher,"Color Pandora, Guardian of the Forest",""
4:00pm,Pokémon: Master Quest,For Ho-Oh The Bell Tolls,""
4:30pm,Dexter's Laboratory,Star Spangled Sidekicks/The Justice Friends: TV Super Pals/Game Over,""
5:00pm,Yu-Gi-Oh!,The Tomb-Keeper's Secret,""
5:30pm,Beyblade,Showdown In Hong Kong,""
6:00pm,SpongeBob SquarePants,Dying For Pie / Imitation Krabs,""
6:30pm,"The Adventures of Jimmy Neutron, Boy Genius",Hypno Birthday / Hall Monster,""
7:00pm,Yvon of the Yukon,Land of Midnight Scum,""
7:30pm,Yu-Gi-Oh!,"A Duel with Destiny, Part 2",""
8:00pm,Dragon Ball Z,Borrowed Powers,""
8:30pm,ReBoot,Life's a Glitch,""
9:00pm,Goosebumps,Night of the Living Dummy,""
9:30pm,Radio Active,Morgan Unplugged,""
10:00pm,Breaker High,Kiss of the Shy-er Woman,""
10:30pm,Big Wolf on Campus,The Butch is Back,""
11:00pm,The New Addams Family,"Gomez, the Reluctant",""
11:30pm,2point4 Children,Saturday Night/Sunday Morning,""
