Time,Show,Episode,Image
12:00am,Pinky and the Brain,Two Mice and a Baby / The Maze,""
12:28am,Animaniacs,Guardin' the Garden / Plane Pals,""
12:57am,Josie and the Pussycats,The Hollow Planet,""
1:26am,Superfriends,Darkseid Deception,""
1:54am,Microsoft's .net Show - Architecting a .net Application (Paid Programming),""
2:30am
2:54am,What I Like About You,The Game,""
3:30am,Big Wolf on Campus,Thanks,""
3:58am,Girlstuff/Boystuff,Discount Fever / Citizen Cane,""
4:30am,Sailor Moon,Birth Of Wicked Lady,""
5:00am,Pokémon: Johto League Champions,Control Freak,""
5:30am,He-Man and the Masters of the Universe,Mekanek's Lament,""
6:00am,Mona the Vampire,Flea Circus of Horrors / Shadow of a Doubt,""
6:30am,Monster By Mistake,Live From Pickford,""
7:00am,Reboot,Trust No One,""
7:30am,Beyblade,Olympia Challange,""
8:00am,Beast Machines,"Sparkwar, Part 3",""
8:30am,Transformers Armada,Carnival,""
9:00am,Jackie Chan Adventures,Ox-Head Incident,""
9:30am,The Mummy,Boy Who Would Be King,""
10:00am,He-Man & The Masters of the Universe,Mystery of Anway Gar,""
10:30am,X-Men: Evolution,Growing Pains,""
11:00am,Justice League,"Savage Time, Part 1",""
11:30am,Samurai Jack,Jack's Shoes,""
12:00pm,Galidor: Defenders of the Outer Dimension,Escape From Kek,""
12:30pm,Jacques Cousteau's Ocean Tales,Passionate Blue Whales,""
1:00pm,Video & Arcade Top 10,Episode 28,""
1:30pm,Uh Oh!,Episode 227,""
2:00pm,Medabots,Heavy Medal,""
2:30pm,Digimon Frontier,The Dark Heart of Friendship,""
3:00pm,Power Stone,Jack's Secret,""
3:30pm,Zoids: New Century,The Prince Arrives: Harry Champ,""
4:00pm,The Wild Thornberrys,Origin of Donnie,""
4:30pm
5:00pm
5:30pm,Girlstuff/Boystuff,The Lake / Klingon Someone Else,""
6:00pm,Moville Mysteries,"Mirror, Mirror Off The Wall",""
6:30pm,Freaky Stories,"When You Gotta Go, You Gotta Go",""
7:00pm,Goosebumps,"Chillogy, Part 1",""
7:30pm,The New Addams Family,Grandpapa Addams,""
8:00pm,Mystery Hunters,Macbeth / Salem Witches,""
8:30pm,Vampire High,Vampire's Patient,""
9:00pm,Buffy The Vampire Slayer,Lies My Parents Told,""
9:30pm
10:00pm,Fear,"Mina Dos Estrellas, Part 2",""
10:30pm
11:00pm,Vampire High,Sunrise,""
11:30pm,Big Wolf On Campus,The Sum Of All Fears,""
