Time,Show,Episode
12:06am,Are You Being Served?,Our Figures are Slipping
12:39am,Keeping Up Appearances,Episode 33
1:16am,My Family,Pity She's a Whore
1:52am,The New Addams Family,Thing's Romance
2:32am,Radio Active,"Lou Ann, The Fan"
3:03am,System Crash,Popularity
3:34am,Uh Oh!,Episode 187
4:00am,Dragon Ball Z,Last Defence
4:30am,Sailor Moon,Kitty Chaos
5:00am,Pokémon: Johto League Champions,Trouble with Snubull
5:30am,Yu-Gi-Oh!,"Champion Vs Creator, Part 2"
6:00am,Uh Oh!,Episode 188
6:30am,Stickin' Around,It's My Parties / Do The Hokey Pokey
7:00am,George Shrinks,The More Things Change
7:30am,Monster By Mistake,Thin Ice
8:00am,Mona the Vampire,Flea Circus of Horrors / Shadow of a Doubt
8:30am,Seven Little Monsters,The Whole Tooth!
9:00am,Rupert,Rupert In Timeland
9:30am,Care Bears,Lost Gift / Heart's Wish
10:00am,Country Mouse & The City Mouse Adventures,World's Fair Mice
10:30am,Watership Down,The Great Water
11:00am,Rugrats,Graham Canyon / Stu-Maker's Elves
11:30am,George Shrinks,The More Things Change
12:00pm,Spongebob Squarepants,Mermaidman and Barnacle Boy IV / Doing Time
12:30pm,Hamtaro,A Fortune Comes True!
1:00pm,Seven Little Monsters,The Whole Tooth!
1:30pm,Jacques Cousteau's Ocean Tales,Fallen Giant
2:00pm,Mona the Vampire,Terror in Toon Town / Ghost in the Knight
2:30pm,Sailor Moon,Tuxedo Melvin
3:00pm,Xcalibur,The Seventh Crystal
3:30pm,Beast Machines,In Darkest Knight
4:00pm,The Powerpuff Girls,Slave the Day / Los Dos Mojos
4:30pm,Transformers Armada,Vacation
5:00pm,Yu-Gi-Oh!,The Night Before
5:30pm,Beyblade,Bottom of the Ninth
6:00pm,SpongeBob SquarePants,Mermaidman and Barnacle Boy IV / Doing Time
6:30pm,As Told By Ginger,Ginger's Solo
7:00pm,Girlstuff/Boystuff,The Art of the Deal / Un Amusement Park
7:30pm,Yvon of the Yukon,An Affair to Dismember
8:00pm,Dragon Ball Z,Cell is Complete
8:30pm,Reboot,Bad Bob
9:00pm,Goosebumps,"Werewolf Skin, Part 1"
9:30pm,Radio Active,Verse Versus Reverse
10:00pm,Breaker High,For Pizza's Sake
10:30pm,Big Wolf On Campus,What's Vlud Got To Do
11:00pm,The New Addams Family,"Gomez, The People's Choice"
11:30pm,My Family,I Second That Emulsion
