Time,Show,Episode,Image
12:00am,Dead Last,Gastric Distress,""
12:30am
1:00am,He-Man & The Masters Of The Universe,The Mystery of Anwat Gar,""
1:30am,Thunderbirds,End Of The Road Part 2,""
2:00am,Justice League,Legends (Part 1),""
2:30am,Samurai Jack,Jack & The Scotsman II,""
3:00am,X-Men: Evolution,Speed & Spykeeps,""
3:30am,Jackie Chan Adventures,Tohru Who?,""
4:00am,Pinky & The Brain,Pinky and the Brain Special,""
4:30am,Animaniacs,Episode 48,""
5:00am,Superfriends,Bride Of Darkseid,""
5:30am,Digimon Tamers,To Fight Or Not To Fight,""
6:00am,Mona the Vampire,Toys Are Us / The Hair Scare,""
6:30am,Seven Little Monsters,You Are What You Eat,""
7:00am,Monster By Mistake,Monster Mayhem,""
7:30am,Hamtaro,Legend Of Courageous Hamtaro,""
8:00am,Rugrats,Angelica's Worst Nightmare / The Mega Diaper Babies,""
8:30am,Detention,What Did You Seance?,""
9:00am,Hey Arnold!,Girl Trouble / School Dance,""
9:30am,"The Adventures of Jimmy Neutron, Boy Genius","The Phantom of Retroland / My Son, the Hamster",""
10:00am,SpongeBob SquarePants,Dying for Pie / Imitation Krabs,""
10:30am,The Fairly OddParents,Chin Up / Dog Day Afternoon,""
11:00am,Dexter's Laboratory,Episode 62,""
11:30am,The Angry Beavers,It's a Spootful Life/The Mom from U.N.C.L.E,""
12:00pm,Yvon of the Yukon,Million Dollar Moron,""
12:30pm,Girlstuff/Boystuff,The Perfect Match / Selling Out,""
1:00pm,D'Myna Leagues,Birth O'da Birds,""
1:30pm,Uh Oh!,Episode 207,""
2:00pm,System Crash,Luck & Superstition,""
2:30pm,I Love Mummy,Charity Begins At Home,""
3:00pm,Superman II (1980),""
3:30pm
4:00pm
4:30pm
5:00pm
5:30pm
5:40pm,Superfriends,Cycle Gang,""
6:00pm,What I Like About You,Dude Where's Val's Car?,""
6:30pm,The Brothers Garcia,Don't Judge Book By Its Cover,""
7:00pm,Girlstuff/Boystuff,The Perfect Match / Selling Out,""
7:30pm,Saddle Club,Horsenapped,""
8:00pm,YTV's Hit List,Episode 28,""
8:30pm
9:00pm
9:30pm,Girlz TV,Episode 6,""
10:00pm,Student Bodies,All Hallow's Eve,""
10:30pm,Radio Active,Payola Payback,""
11:00pm,I Love Mummy,Charity Begins At Home,""
11:30pm,System Crash,Luck & Superstition,""
