Time,Show,Episode,Youtube Video ID
12:00am,Spider-Man: The New Animated Series,Heroes & Villains,
12:30am,Samurai Jack,Chicken Jack,
1:00am,InuYasha,The Girl Who Overcame Time... and the Boy Who Was Just Overcome,
1:30am,Seekers of the Sacred Jewel,,
2:00am,Microsoft's .net Show,Episode 62,
2:30am,,,
3:00am,System Crash,Chromosome Wars,
3:30am,Dragon Ball,Lookout for Launch!,
4:00am,Dragon Ball GT,I'll Take The Lead,
4:30am,Uh Oh!,Episode 114,
5:00am,Pokémon,The Misty Mermaid,
5:30am,He-Man and the Masters of the Universe,Of Machines and Men,
6:00am,Uh Oh!,Episode 115,
6:30am,Monster by Mistake,Entertaining Orville,
7:00am,Pokémon: Master Quest,Fly Me To The Moon,
7:30am,Medabots,Fighting Temptation,
8:00am,Yu Gi-Oh!,The Dueling Monkeys,
8:30am,Transformers: Armada,Awakening,
9:00am,Jackie Chan Adventures,Re-Enter the Dragon,
9:30am,Knights of the Zodiac,Dragon's Invincible Fist,
10:00am,Teen Titans,Final Exam,
10:30am,X-Men: Evolution,Power Surge,
11:00am,Justice League,"Twilight, Part 1",
11:30am,"Twilight, Part 2",,
12:00pm,Pokémon: Master Quest,Fly Me To The Moon,
12:30pm,Digimon Frontier,Bizarre Bazaar,
1:00pm,Video & Arcade Top 10,Episode 3,
1:30pm,Zoids: New Century,Prince Arrived: Harry Champ,
2:00pm,Power Stone,The Pirate Kraken,
2:30pm,Cubix,Fixed Competition,
3:00pm,Rocket Power,A Rocket X-Mas,
3:30pm,Jingle Bell Rock (1995),,
4:00pm,Rudolph the Red-Nosed Reindeer: The Movie (1998),,
4:30pm,,,
5:00pm,,,
5:30pm,,,
5:46pm,Animaniacs,Little Drummer Warners,
6:00pm,Prancer Returns (2001),,
6:30pm,,,
7:00pm,,,
7:30pm,,,
8:00pm,Look Who's Talking Now (1993),,
8:30pm,,,
9:00pm,,,
9:30pm,,,
10:00pm,YTV's Hit List,Episode 14,
10:30pm,,,
11:00pm,Breaker High,Swiss You Were Here,
11:30pm,Ready or Not,Break Up,
