Time,Show,Episode,Youtube Video ID
12:00am,Justice League,"Maid of Honor, Part 2",
12:30am,Superfriends,Anti-Matter Monster,
1:00am,Teen Titans,"Apprentice, Part 1",
1:30am,He-Man and the Masters of the Universe,To Walk With Dragons,
2:00am,X-Men: Evolution,"The Toad, The Witch, and the Wardrobe",
2:30am,Heavy Gear: The Animated Series,Disqualified,
3:00am,Knights of the Zodiac,Dragon In Graveyard Of Knights,
3:30am,Thunderbirds,"Ricochet, Part 1",
4:00am,Jackie Chan Adventures,The Amazing T-Troop,
4:30am,Uh Oh!,Episode 87,
5:00am,Medabots,It's The Medafighter Way,
5:30am,Beyblade,The Island of No Return,
6:00am,Uh Oh!,Episode 88,
6:30am,Seven Little Monsters,The Plooky,
7:00am,Dexter's Laboratory,Voice Over / Blonde Leading the Blonde / Comic Stripper,
7:30am,The New Woody Woodpecker Show,Episode 46,
8:00am,Stuart Little,Episode 5,
8:30am,ChalkZone,The Heist / Battle of the Hands / Chocolate Brunch / Oh My My (Song),
9:00am,Hey Arnold!,Heat / Snow,
9:30am,"The Adventures of Jimmy Neutron, Boy Genius","The Eggpire Strikes Back, Part 1",
10:00am,SpongeBob SquarePants,Missing Identity / Plankton's Army,
10:30am,The Fairly OddParents,Most Wanted Wish / This Is Your Wish,
11:00am,All Grown Up,Thief Encounter,
11:30am,Jacob Two-Two,Jacob Two Two and the Notorious Knit Knapper,
12:00pm,Yvon of the Yukon,Yvon To Be Alone,
12:30pm,Girlstuff/Boystuff,Flu Manchu / The Art Of You,
1:00pm,D'myna Leagues,Don't It Make My Blue,
1:30pm,Sitting Ducks,Gonna Getcha Gator / Close Encounters of the Green Kind,
2:00pm,Moville Mysteries,Watch This,
2:30pm,Ultimate Book of Spells,Once In A Blue Moon,
3:00pm,Detention,A Comedy of Terrors,
3:30pm,Stuart Little,Episode 5,
4:00pm,Barbie of Swan Lake (2003),,
4:30pm,,,
5:00pm,,,
5:30pm,,,
6:00pm,Horton Hears a Who! (1970),,
6:30pm,Mental Block,Kiss The Cod,
7:00pm,YTV's Hit List,Season 13 Episode 11,
7:30pm,,,
8:00pm,Girlstuff/Boystuff,Flu Manchu / The Art Of You,
8:30pm,Girlz TV,Episode 29,
9:00pm,Road Scholars,Costa Rica,
9:30pm,Mystery Hunters,Area 51 - Roswell,
10:00pm,Timeblazers,Message in a Bottle,
10:30pm,2030 CE,Free Jake,
11:00pm,Breaker High,Rooming Violations,
11:30pm,Ready or Not,Beyond the Birds & Bees,
