Time,Show,Episode,Youtube Video ID
12:00am,Dead Last,Heebee Geebees,
12:30am,,,
1:00am,He-Man & The Masters Of The Universe,Skywar,
1:30am,Thunderbirds,Perils Of Penelope Part 1,
2:00am,Justice League,In The Blackest Night (Part 2),
2:30am,Samurai Jack,Aku's Fairy Tale,
3:00am,X-Men: Evolution,Strategy X,
3:30am,Jackie Chan Adventures,The Powers Unleashed,
4:00am,Pinky & The Brain,Napoleon Brainaparte,
4:30am,Animaniacs,Piano Rag / When Rita Met,
5:00am,Superfriends,Prisoners of Sleep/An Unexpected Treasure/The Malusian Blob,
5:30am,Digimon Frontier,Welcome To My Nightmare,
6:00am,Mona the Vampire,The Black Hole / Waxing Nostalgic,
6:30am,Seven Little Monsters,Cops And Monsters,
7:00am,Monster By Mistake,Pashmina's Present,
7:30am,Hamtaro,Valentine's Day,
8:00am,Rugrats,Starstruck/Who's Taffy?,
8:30am,Detention,Rule The School,
9:00am,Hey Arnold!,Sid's Revenge / Roller Coaster,
9:30am,"The Adventures of Jimmy Neutron, Boy Genius",Granny Baby / Time Is Money,
10:00am,SpongeBob SquarePants,Your Shoe's Untied / Something Smells,
10:30am,The Fairly OddParents,Spaced Out / Transparents,
11:00am,Dexter's Laboratory,Episode 61,
11:30am,The New Woody Woodpecker Show,Episode 49,
12:00pm,Yvon of the Yukon,The Clod Who Would Be Kind,
12:30pm,Girlstuff/Boystuff,Cram Session / Listen To The Music,
1:00pm,D'Myna Leagues,On The Road,
1:30pm,Uh Oh!,Episode 227,
2:00pm,System Crash,Sports,
2:30pm,I Love Mummy,Balancing Act,
3:00pm,Radio Active,The Gossip,
3:30pm,Student Bodies,A Date With Morgan,
4:00pm,Dragonheart: A New Beginning (2000),,
4:30pm,,,
5:00pm,,,
5:30pm,,,
6:00pm,What I Like About You,The Game,
6:30pm,The Brothers Garcia,Brother's Keeper,
7:00pm,Girlstuff/Boystuff,Cram Session / Listen To The Music,
7:30pm,Saddle Club,Show Ponies (Part 2),
8:00pm,YTV's Hit List,Episode 25,
8:30pm,,,
9:00pm,,,
9:30pm,Girlz TV,#3,
10:00pm,Student Bodies,A Date With Morgan,
10:30pm,Radio Active,The Gossip,
11:00pm,I Love Mummy,Balancing Act,
11:30pm,Are You Being Served?,Closed Circuit,
