Time,Show,Episode,Image
12:00am,Spider-Man: The New Animated Series,"Mind Games, Part 1",""
12:30am,Samurai Jack,Episode XL: Jack vs. the Ninja,""
1:00am,InuYasha,Kagome's Voice and Kikyo's Kiss,""
1:30am,Enter Sango the Demon Slayer,""
2:00am,Microsoft's .net Show,Episode 60,""
2:30am
3:00am,System Crash,Jobs & Responsibilities,""
3:30am,Dragon Ball,Penguin Village!,""
4:00am,Dragon Ball GT,The Bearded Guy Who Shook A Planet!,""
4:30am,Uh Oh!,Episode 100,""
5:00am,Pokémon,Bulbasaur's Garden,""
5:30am,He-Man and the Masters of the Universe,Night of the Shadowbeasts,""
6:00am,Uh Oh!,Episode 101,""
6:30am,Monster by Mistake,Campsite Creeper,""
7:00am,Pokémon: Master Quest,"Love, Pokémon Style",""
7:30am,Medabots,"Fall From Grace, Part 2",""
8:00am,Yu Gi-Oh!,"Freeze Play, Part 2",""
8:30am,Transformers: Armada,Origin,""
9:00am,Jackie Chan Adventures,The Good Guys,""
9:30am,Knights of the Zodiac,Seiya Battles Black Pegasus,""
10:00am,Teen Titans,"Apprentice, Part 2",""
10:30am,X-Men: Evolution,Self Possessed,""
11:00am,Justice League,"Hearts & Minds, Part 1",""
11:30am,He-Man and the Masters of the Universe,The Price of Deceit,""
12:00pm,Pokémon: Master Quest,"Love, Pokémon Style",""
12:30pm,Digimon Frontier,Beastie Girl,""
1:00pm,Video & Arcade Top 10,Episode 1,""
1:30pm,Zoids: New Century,Commence Battle,""
2:00pm,Power Stone,Another Power Stone,""
2:30pm,Cubix,Zombat Invasion,""
3:00pm,Rocket Power,Tito-Sitting / There's Something About Breezy,""
3:30pm,The Powerpuff Girls,Toast of the Town / Divide and Conquer,""
4:00pm,To Grandmother's House We Go (1992),""
4:30pm
5:00pm
5:32pm
6:00pm,Moville Mysteries,"Big Toe, Big Evil",""
6:30pm,Freaky Stories,Not The Waltons,""
7:00pm,Martin Mystery,Attack of the Sandman,""
7:30pm,Spider-Man: The New Animated Series,"Mind Games, Part 1",""
8:00pm,Home Alone (1990),""
8:30pm
9:00pm
9:30pm
10:00pm,YTV's Hit List,Episode 12,""
10:30pm
11:00pm,Breaker High,Tamira is Another Day,""
11:30pm,Ready or Not,Family Therapy,""
