Time,Show,Episode,Image
12:06am,Are You Being Served?,Conduct Unbecoming,""
12:38am,Keeping Up Appearances,Episode 10,""
1:17am,My Family,Get Carter,""
1:55am,The New Addams Family,Morticia's Romance,""
2:35am,Radio Active,For Whom The Bell Curves,""
3:06am,Big Wolf On Campus,Faltered States,""
3:34am,Medabots,"For Better, For Worse I",""
4:00am,Dragon Ball Z,Gotenks Is Born,""
4:30am,Sailor Moon,The Sweetest Dream,""
5:00am,Pokémon: The Johto Journeys,Snubull Snobbery,""
5:30am,Yu-Gi-Oh,Obelisk the Tormentor,""
6:00am,Mona The Vampire,The Columbus Triangle/Soccer Sasquatch,""
6:30am,Monster By Mistake,Kidnapped,""
7:00am,Sailor Moon,Time Bomb,""
7:30am,Hamtaro,Stan And Sandy Make Up,""
8:00am,Rugrats,Showdown at Teeter-Totter Gulch/Mirrorland,""
8:30am,Uh Oh!,Episode 199,""
9:00am,Little Bear,Episode 6,""
9:30am,Care Bears,Caring Crystals / Make Friends,""
10:00am,Country Mouse & The City Mouse Adventures,Trinidad Mousequerade,""
10:30am,Rupert,Rupert And The Nile,""
11:00am,Monster By Mistake,Moving Day,""
11:30am,Stickin' Around,Little Barber / Hippity Hop,""
12:00pm,Sailor Moon,Cherry Blossom Time,""
12:30pm,Hamtaro,Stan And Sandy Make Up,""
1:00pm,George Shrinks,Journey to the Centre of the Garden,""
1:30pm,Country Mouse & The City Mouse Adventures,Trinidad Mousequerade,""
2:00pm,Mona The Vampire,The Columbus Triangle/Soccer Sasquatch,""
2:30pm,Sailor Moon,Time Bomb,""
3:00pm,Medabots,"For Better, For Worse",""
3:30pm,Monster Rancher,Sand Assassin,""
4:00pm,Pokémon: The Johto Journeys,A Bout With Sprout,""
4:30pm,Dexter's Laboratory,Star Spangled Sidekicks / TV Super Pals / Game Over,""
5:00pm,Yu-Gi-Oh!,"Yugi Vs. Rare Hunter, Part 1: Battle City Begins",""
5:30pm,Beyblade,Dragoon Storm,""
6:00pm,SpongeBob SquarePants,Born Again Krabs / Safety Freak,""
6:30pm,"The Adventures of Jimmy Neutron, Boy Genius",Battle Of The Bands / Jimmy On Ice,""
7:00pm,Yvon Of The Yukon,Fromage To Eternity,""
7:30pm,Yu-Gi-Oh!,Stalked by the Rare Hunters,""
8:00pm,Dragon Ball Z,Unlikely Friendship,""
8:30pm,2030 CE,Faint Hope Clause,""
9:00pm,The Zack Files,Pop!,""
9:30pm,Radio Active,Operation Fraudcast,""
10:00pm,Breaker High,Lip Syncing Feeling,""
10:30pm,Big Wolf On Campus,The Butch Is Back,""
11:00pm,The New Addams Family,Uncle Fester's Toupee,""
11:30pm,My Family,All Roads Lead To Ramon,""
