Time,Show,Episode,Image
12:05am,Are You Being Served,Episode 4,""
12:38am,Keeping Up Appearances,Episode 26,""
1:17am,My Family,Cheeky Monkey,""
1:55am,The New Addams Family,Amnesia In The Addams Family,""
2:35am,Radio Active,Identity Crisis,""
3:06am,Big Wolf On Campus,N'sipid,""
3:34am,Medabots,Enter Rintaro,""
4:00am,Dragon Ball Z,Feeding Frenzy,""
4:30am,Sailor Moon,Yu-Gi-Oh! Rulers of the Duel,""
5:00am,Pokémon: The Johto Journeys,Wired For Battle,""
5:30am,Yu-Gi-Oh! Rulers of the Duel,Mime Control (Part 3),""
6:00am,Mona the Vampire,Toys Are Us / The Hair Scare,""
6:30am,Seven Little Monsters,Adventures of Super Three,""
7:00am,Sailor Moon,The Power of Friendship,""
7:30am,Hamtaro,Bijou's Favorite Ribbon,""
8:00am,Rugrats,Dust Bunnies / Educating Angelica,""
8:30am,Uh Oh!,Episode 215,""
9:00am,Little Bear,Follow the Leader / Little Scarecrow Bear / Little Bear and the Baby,""
9:30am,Care Bears,Caring For Spring,""
10:00am,Country Mouse & The City Mouse Adventures,Vaudeville Mice,""
10:30am,Rupert,Rupert & The Queen Bess,""
11:00am,George Shrinks,Can We Keep Him?,""
11:30am,Stickin' Around,Lights Out / Do The Russell,""
12:00pm,Sailor Moon,Naughty 'n' Nice,""
12:30pm,Hamtaro,Bijou's Favorite Ribbon,""
1:00pm,Seven Little Monsters,7 Monsters & A Baby,""
1:30pm,Jacques Cousteau's Ocean Tales,Mermaid Of Miami,""
2:00pm,The Powerpuff Girls,Members Only,""
2:30pm,Sailor Moon,The Power of Friendship,""
3:00pm,Action Man,"Ultimate Doom, Part 2",""
3:30pm,Static Shock,Consequences,""
4:00pm,Batman Beyond,"The Call, Part 2",""
4:30pm,X-Men: Evolution,"The Cauldron, Part 2",""
5:00pm,Justice League,Metamorphosis (Part I),""
5:30pm,Metamorphosis (Part II),""
6:00pm,The Nick Cannon Show,Nick Takes Over Food,""
6:30pm,What I Like About You,Parrot Trap,""
7:00pm,Viva S Club,Absent Friends,""
7:30pm,YTV's Hit List,Season 12 Episode 29,""
8:00pm
8:30pm
9:00pm,Batman (1989),""
9:30pm
10:00pm
10:30pm
11:00pm
11:30pm,Freaky Stories,Invisible Shirley / Chatty Monk,""
