Time,Show,Episode,Image
12:09am,Mobile Suit Gundam Wing,Signs of the Final Battle,""
12:39am,Milliardo's Decision,""
1:08am,Collision in Space,""
1:39am,Takeoff into Confusion,""
2:10am,The Final Victor,""
2:40am,Power Stone,Power Stone of Mystery,""
3:09am,Shadow Warrior,""
3:38am,Samurai Spirit,""
4:08am,The Vision of Escaflowne,The Girl from the Mystic Moon,""
4:35am,The Gallant Swordsman,""
5:03am,The Diabolical Adonis,""
5:30am,Seal of the Brothers,""
6:00am,Keroppi and Friends,Pekkle,""
6:26am,Hello Kitty and Friends,Cinderella,""
6:52am,Heidi,""
7:18am,Hamtaro,"Let's Dance, Sandy!",""
7:40am,Oxnard's Big Crush,""
8:02am,Hello Kitty and Friends,The Magic Apple,""
8:28am,The Day the Big Clock Stopped,""
8:55am,Hamtaro,The Flying Ham-Hams!,""
9:16am,Ham-Ham Clubhouse in Danger!,""
9:38am,Pokémon: Master Quest,A Promise is a Promise,""
10:03am,Throwing in the Noctowl,""
10:27am,Pokémon,The Pokémon Water War,""
10:51am,Digimon,A Molehill Out of a Mountain,""
11:16am,Guilmon Comes Alive,""
11:41am,"Digimon, Digimon Everywhere",""
12:07pm,Sailor Moon S: The Movie – Hearts in Ice (1994),""
12:30pm
1:00pm
1:18pm,Sailor Moon SuperS: The Movie - Black Dream Hole (1995),""
1:30pm
2:00pm
2:30pm,The Vision of Escaflowne,City of Intrigue,""
3:00pm,Monster Rancher,In the Beginning,""
3:30pm,I'm Mocchi!,""
4:00pm,Medabots,The Mother of All Robattles,""
4:30pm,Power Stone,The Ghost Ship,""
5:00pm,Girl Trouble,""
5:30pm,Transformers: Armada,First Encounter,""
6:00pm,Metamorphosis,""
6:30pm,Base,""
7:00pm,Dragon Ball Z: The World's Strongest (1990),""
7:30pm
8:01pm,Dragon Ball Z,No More Rules,""
8:30pm,Dragon Ball Z: Lord Slug (1991),""
9:00pm
9:31pm,Dragon Ball Z,The Fight is Over,""
10:00pm,Gundam Wing: Endless Waltz (1997),""
10:30pm
11:00pm
11:30pm
